Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
Underworld: Evolution,62318875,111318875,45000000,Jan 20 2006,R,Original Screenplay,Action/Adventure,Fiction,6.6,48551
White Chicks,69148997,111448997,20000000,Jun 23 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5,25970
Final Destination 3,54098051,112798051,25000000,Feb 10 2006,R,Original Screenplay,Horror/Thriller,Fiction,5.9,32263
Final Destination,53302314,112802314,23000000,Mar 17 2000,R,Original Screenplay,Horror/Thriller,Fiction,6.8,52618
Saw V,56746769,113146769,10800000,Oct 24 2008,R,Original Screenplay,Horror/Thriller,Fiction,5.7,31219
Law Abiding Citizen,73357727,113190972,53000000,Oct 16 2009,R,Original Screenplay,Horror/Thriller,Fiction,7.2,45577
Species,60054449,113354449,35000000,Jul 07 1995,R,Original Screenplay,Action/Adventure,Fiction,5.6,21917
The Score,71069884,113542091,68000000,Jul 13 2001,R,Original Screenplay,Horror/Thriller,Fiction,6.8,42616
Bride Wars,58715510,115150424,30000000,Jan 09 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5,15762
Step Up,65328121,115328121,12000000,Aug 11 2006,PG/PG-13,Original Screenplay,Drama,Fiction,6.1,21691
Blue Streak,68208190,117448157,36000000,Sep 17 1999,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.9,23545
Disturbia,80209692,117573043,20000000,Apr 13 2007,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7,72231
Apocalypto,50866635,117785051,40000000,Dec 08 2006,R,Original Screenplay,Action/Adventure,Fiction,7.9,82162
Beverly Hills Cop III,42586861,119180938,50000000,May 25 1994,R,Original Screenplay,Action/Adventure,Fiction,5,21199
Stepmom,91137662,119709917,50000000,Dec 25 1998,PG/PG-13,Original Screenplay,Drama,Fiction,6.2,18505
Road Trip,68525609,119739110,16000000,May 19 2000,R,Original Screenplay,Comedy,Fiction,6.4,44702
Volcano,47546796,120100000,90000000,Apr 25 1997,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.2,21313
Intolerable Cruelty,35327628,121327628,60000000,Oct 10 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,6.4,36323
Mona Lisa Smile,63803100,121598309,65000000,Dec 19 2003,PG/PG-13,Original Screenplay,Drama,Fiction,6.1,23657
Executive Decision,56679192,122079192,55000000,Mar 15 1996,R,Original Screenplay,Horror/Thriller,Fiction,6.3,18569
Hide and Seek,51100486,123100486,25000000,Jan 28 2005,R,Original Screenplay,Horror/Thriller,Fiction,5.6,30891
The Family Man,75764085,124715863,60000000,Dec 22 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,34090
American Wedding,104354205,126425115,55000000,Aug 01 2003,R,Original Screenplay,Comedy,Fiction,6.1,52210
U-571,77086030,127630030,62000000,Apr 21 2000,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.4,32528
Failure to Launch,88715192,128402901,50000000,Mar 10 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5.6,20324
Space Cowboys,90454043,128874043,65000000,Aug 04 2000,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.3,29983
Jingle All the Way,60592389,129832389,60000000,Nov 22 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,4.9,22928
"You, Me and Dupree",75802010,130402010,54000000,Jul 14 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,164
Wolf,65011757,131011757,70000000,Jun 17 1994,R,Original Screenplay,Horror/Thriller,Fiction,6,20035
The School of Rock,81261177,131161177,20000000,Oct 03 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,7.2,63188
Save the Last Dance,91038276,131638276,13000000,Jan 12 2001,PG/PG-13,Original Screenplay,Drama,Fiction,5.9,20355
Saw IV,63300095,134528909,10000000,Oct 26 2007,R,Original Screenplay,Horror/Thriller,Fiction,6,44730
Babel,34302837,135302837,20000000,Oct 27 2006,R,Original Screenplay,Drama,Fiction,7.6,95122
Anaconda,65598907,136998907,45000000,Apr 11 1997,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.2,29430
Big Momma's House 2,70165972,137047376,40000000,Jan 27 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,4,11368
Conspiracy Theory,76118990,137118990,80000000,Aug 08 1997,R,Original Screenplay,Horror/Thriller,Fiction,6.5,35719
Monster House,73661010,140161010,75000000,Jul 21 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,20689
Scary Movie 2,71277420,141189101,45000000,Jul 04 2001,R,Original Screenplay,Comedy,Fiction,4.7,43941
Bad Boys,65647413,141247413,23000000,Apr 07 1995,R,Original Screenplay,Action/Adventure,Fiction,6.6,53929
Legally Blonde,96493426,141743426,18000000,Jul 13 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,6.2,44128
Phenomenon,104636382,142836382,32000000,Jul 05 1996,PG/PG-13,Original Screenplay,Drama,Fiction,6.3,26823
Spy Game,62362560,143049560,90000000,Nov 21 2001,R,Original Screenplay,Action/Adventure,Fiction,6.9,44850
Surf's Up,58867694,145395745,100000000,Jun 08 2007,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7,20974
Music and Lyrics,50572589,145556146,40000000,Feb 14 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,32307
Blades of Glory,118594548,145594548,61000000,Mar 30 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,6.5,51929
The Book of Eli,94835059,146452390,80000000,Jan 15 2010,R,Original Screenplay,Action/Adventure,Fiction,6.9,47733
Swordfish,69772969,147080413,80000000,Jun 08 2001,R,Original Screenplay,Action/Adventure,Fiction,6.3,57952
The Mexican,66808615,147808615,40000000,Mar 02 2001,R,Original Screenplay,Action/Adventure,Fiction,5.9,37696
The Game Plan,90648202,147914546,22000000,Sep 22 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,6.3,14984
Broken Arrow,70645997,148345997,65000000,Feb 09 1996,R,Original Screenplay,Action/Adventure,Fiction,5.8,33584
"Me, Myself & Irene",90570999,149270999,51000000,Jun 23 2000,R,Original Screenplay,Comedy,Fiction,6.9,215
Step Up 2 the Streets,58017783,150017783,17500000,Feb 14 2008,PG/PG-13,Original Screenplay,Drama,Fiction,5.6,20345
Mononoke-hime,2374107,150350000,20000000,Oct 29 1999,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.3,65773
Speed II: Cruise Control,48097081,150468000,110000000,Jun 13 1997,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,3.4,30896
Kill Bill: Volume 2,66207920,150907920,55000000,Apr 16 2004,R,Original Screenplay,Action/Adventure,Fiction,8,182834
Date Night,98711404,152253432,55000000,Apr 09 2010,PG/PG-13,Original Screenplay,Comedy,Fiction,6.5,22925
Antz,90757863,152457863,60000000,Oct 02 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,37343
Saw II,87025093,152925093,5000000,Oct 28 2005,R,Original Screenplay,Horror/Thriller,Fiction,6.8,76530
Maid in Manhattan,93932896,154832896,55000000,Dec 13 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,30370
Scary Movie 3,110000082,155200000,45000000,Oct 24 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,42829
Monster-in-Law,82931301,155931301,45000000,May 13 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,16320
America's Sweethearts,93607673,157627733,46000000,Jul 20 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,26899
Alien³,54927174,158500000,55000000,May 22 1992,R,Original Screenplay,Action/Adventure,Fiction,6.3,78860
Daylight,32908290,158908290,80000000,Dec 06 1996,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,20052
Crimson Tide,91387195,159387195,55000000,May 12 1995,R,Original Screenplay,Action/Adventure,Fiction,7.2,33354
Johnny English,28013509,160323929,45000000,Jul 18 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,29246
Alien: Resurrection,47795018,160700000,60000000,Nov 26 1997,R,Original Screenplay,Action/Adventure,Fiction,6.2,66141
Scream 3,89138076,161838076,40000000,Feb 04 2000,R,Original Screenplay,Horror/Thriller,Fiction,5.3,38230
Talladega Nights: The Ballad of Ricky Bobby,148213377,163013377,73000000,Aug 04 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,6.4,50407
The Island,35818913,163018913,120000000,Jul 22 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,82601
Sweet Home Alabama,127214072,163379330,38000000,Sep 27 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,29891
The Happening,64506874,163403799,60000000,Jun 13 2008,R,Original Screenplay,Horror/Thriller,Fiction,5.2,72259
Burn After Reading,60355347,163415735,37000000,Sep 12 2008,R,Original Screenplay,Comedy,Fiction,7.2,92553
Four Christmases,120146040,163546040,80000000,Nov 26 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,14690
Saw III,80238724,163876815,10000000,Oct 27 2006,R,Original Screenplay,Horror/Thriller,Fiction,6.3,60784
The Interpreter,72708161,163954076,90000000,Apr 22 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.5,38227
Daddy Day Care,104148781,164285587,60000000,May 09 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,14944
Bringing Down the House,132675402,164675402,20000000,Mar 07 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,16242
"Six Days, Seven Nights",74339294,164800000,80000000,Jun 12 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,48
Deep Blue Sea,73648228,165048228,60000000,Jul 28 1999,R,Original Screenplay,Action/Adventure,Fiction,5.6,44191
Seven Pounds,69951824,166617328,54000000,Dec 19 2008,PG/PG-13,Original Screenplay,Drama,Fiction,7.6,62718
Dodgeball: A True Underdog Story,114326736,167726736,30000000,Jun 18 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,65329
Spy Kids 3-D: Game Over,111760631,167851995,40000000,Jul 25 2003,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.1,12352
The Emperor's New Groove,89296573,169296573,100000000,Dec 15 2000,G,Original Screenplay,Action/Adventure,Fiction,7.4,23355
Superbad,121463226,169863226,17500000,Aug 17 2007,R,Original Screenplay,Comedy,Fiction,7.8,134212
Along Came Polly,88073507,170360435,42000000,Jan 16 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,38276
Cloverfield,80048433,170764033,25000000,Jan 18 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.4,136068
Blood Diamond,57377916,171377916,100000000,Dec 08 2006,R,Original Screenplay,Action/Adventure,Fiction,8,118925
Couples Retreat,109205660,172450423,60000000,Oct 09 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,18332
The Santa Clause 2,139225854,172825854,65000000,Nov 01 2002,G,Original Screenplay,Comedy,Fiction,5.5,9061
Scream,103046663,173046663,15000000,Dec 20 1996,R,Original Screenplay,Horror/Thriller,Fiction,2.9,217
Evan Almighty,100289690,173219280,175000000,Jun 22 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,43164
Big Momma's House,117559438,173559438,33000000,Jun 02 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,21318
Le Fabuleux destin d'AmÈlie Poulain,33201661,174201661,10350000,Nov 02 2001,R,Original Screenplay,Comedy,Fiction,8.5,181085
Analyze This,106885658,176885658,30000000,Mar 05 1999,R,Original Screenplay,Comedy,Fiction,6.6,52894
The 40 Year-old Virgin,109449237,177339049,26000000,Aug 19 2005,R,Original Screenplay,Comedy,Fiction,7.5,94557
Flushed Away,64665672,177665672,149000000,Nov 03 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,7,21334
Double Jeopardy,116735231,177835231,40000000,Sep 24 1999,R,Original Screenplay,Action/Adventure,Fiction,6,28887
Eagle Eye,101440743,178066569,80000000,Sep 26 2008,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.6,52336
Dante's Peak,67163857,178200000,115000000,Feb 07 1997,PG/PG-13,Original Screenplay,Drama,Fiction,5.6,23472
Scary Movie 4,90710620,178710620,40000000,Apr 14 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5,39542
Moulin Rouge,57386369,179213196,53000000,May 18 2001,PG/PG-13,Original Screenplay,Western/Musical,Fiction,7.3,2105
Kill Bill: Volume 1,70098138,180098138,55000000,Oct 10 2003,R,Original Screenplay,Action/Adventure,Fiction,8.2,231761
Paul Blart: Mall Cop,146336178,180449670,26000000,Jan 16 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,23753
DÈj‡ Vu,64038616,181038616,80000000,Nov 22 2006,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7,66106
Aliens,85160248,183316455,17000000,Jul 18 1986,R,Original Screenplay,Action/Adventure,Fiction,7.5,84
Inside Man,88634237,184634237,50000000,Mar 24 2006,R,Original Screenplay,Horror/Thriller,Fiction,7.7,86229
I Now Pronounce You Chuck and Larry,119725280,185708462,85000000,Jul 20 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,46347
Wallace & Gromit: The Curse of the Were-Rabbit,56068547,185724838,30000000,Oct 05 2005,G,Original Screenplay,Action/Adventure,Fiction,7.9,38158
The Final Destination,66477700,185777700,40000000,Aug 28 2009,R,Original Screenplay,Horror/Thriller,Fiction,4.9,20319
Tropic Thunder,110461307,188163455,90000000,Aug 13 2008,R,Original Screenplay,Comedy,Fiction,7.2,104839
The Santa Clause,144833357,189800000,22000000,Nov 11 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,17773
Other Season,85105259,189901703,85000000,Sep 29 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6,52
The Waterboy,161491646,190191646,23000000,Nov 06 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,43251
Gangs of New York,77730500,190400000,97000000,Dec 20 2002,R,Original Screenplay,Drama,Fiction,7.4,113378
Hollow Man,73209340,191200000,90000000,Aug 04 2000,R,Original Screenplay,Horror/Thriller,Fiction,5.5,41499
Paranormal Activity,107918810,193770453,15000,Sep 25 2009,R,Original Screenplay,Horror/Thriller,Fiction,6.7,53455
Anger Management,135560942,195660942,56000000,Apr 11 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,57088
Panic Room,95308367,196308367,48000000,Mar 29 2002,R,Original Screenplay,Horror/Thriller,Fiction,6.9,68737
50 First Dates,120776832,196376832,75000000,Feb 13 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,64701
Stargate,71565669,196565669,55000000,Oct 28 1994,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.7,47174
Spy Kids,112692062,197692062,35000000,Mar 30 2001,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.7,23479
The Pacifier,113006880,198006880,56000000,Mar 04 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,22590
Two Weeks Notice,93354918,199043309,60000000,Dec 20 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,35515
Gake no ue no Ponyo,15090399,199090399,34000000,Aug 14 2009,G,Original Screenplay,Action/Adventure,Fiction,7.8,13821
Cats & Dogs,93375151,200700000,60000000,Jul 04 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,16912
The Break Up,118806699,202944203,52000000,Jun 02 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,38285
The Ugly Truth,88915214,203115214,38000000,Jul 24 2009,R,Original Screenplay,Comedy,Fiction,6.4,27888
Alien,80930630,203630630,9000000,May 25 1979,R,Original Screenplay,Horror/Thriller,Fiction,8.5,180387
The Holiday,63280000,205190324,85000000,Dec 08 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,6.9,48215
District 9,115646235,206552113,30000000,Aug 14 2009,R,Original Screenplay,Horror/Thriller,Fiction,8.3,151742
Australia,49551662,207482792,78000000,Nov 26 2008,PG/PG-13,Original Screenplay,Drama,Fiction,6.8,38089
The Others,96522687,209947037,17000000,Aug 10 2001,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.8,86091
Kingdom of Heaven,47398413,211398413,110000000,May 06 2005,R,Original Screenplay,Action/Adventure,Fiction,7.1,83189
Entrapment,87707396,211700000,66000000,Apr 30 1999,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.1,40764
End of Days,66889043,212026975,100000000,Nov 24 1999,R,Original Screenplay,Action/Adventure,Fiction,5.4,43513
Miss Congeniality,106807667,212100000,45000000,Dec 22 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,42323
Ace Ventura: When Nature Calls,108360063,212400000,30000000,Nov 10 1995,PG/PG-13,Original Screenplay,Comedy,Fiction,5.6,51275
Pulp Fiction,107928762,212928762,8000000,Oct 14 1994,R,Original Screenplay,Drama,Fiction,8.9,417703
Vertical Limit,68473360,213500000,75000000,Dec 08 2000,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.6,24294
The Patriot,113330342,215300000,110000000,Jun 28 2000,R,Original Screenplay,Drama,Fiction,6.9,78302
Valentine's Day,110485654,215771698,52000000,Feb 12 2010,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,17599
Collateral,100170152,217670152,60000000,Aug 06 2004,R,Original Screenplay,Action/Adventure,Fiction,7.8,105362
Knocked Up,148761765,218994109,27500000,Jun 01 2007,R,Original Screenplay,Comedy,Fiction,7.5,111192
Elf,173398518,220443451,32000000,Nov 07 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,42123
Con Air,101117573,224117573,80000000,Jun 06 1997,R,Original Screenplay,Action/Adventure,Fiction,6.6,76052
It's Complicated,112735375,224614744,75000000,Dec 25 2009,R,Original Screenplay,Comedy,Fiction,6.7,17748
Taken,145000989,225461461,25000000,Jan 30 2009,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.8,1125
Flightplan,89706988,225706988,55000000,Sep 23 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.2,45305
Good Will Hunting,138433435,225933435,10000000,Feb 20 1987,R,Original Screenplay,Drama,Fiction,8.1,150415
Chicken Run,106793915,227793915,42000000,Jun 21 2000,G,Original Screenplay,Action/Adventure,Fiction,7.3,48307
Knight and Day,76373029,228937227,117000000,Jun 23 2010,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.6,13887
Juno,143495265,230327671,7000000,Dec 05 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,7.9,149855
Eraser,101295562,234400000,100000000,Jun 21 1996,R,Original Screenplay,Action/Adventure,Fiction,5.9,37287
Big Daddy,163479795,234779795,30000000,Jun 25 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,48
American Pie,101800948,234800000,12000000,Jul 09 1999,R,Original Screenplay,Comedy,Fiction,6.9,106624
Click,137355633,237555633,82500000,Jun 23 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5,133
Batman & Robin,107325195,238317814,125000000,Jun 20 1997,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,3.5,81283
Face/Off,112276146,241200000,80000000,Jun 27 1997,R,Original Screenplay,Action/Adventure,Fiction,7.3,102001
Four Weddings and a Funeral,52700832,242895809,4500000,Mar 09 1994,R,Original Screenplay,Comedy,Fiction,7.1,39003
8 Mile,116724075,242924075,41000000,Nov 08 2002,R,Original Screenplay,Drama,Fiction,6.7,55877
Bienvenue chez les Ch'tis,1470856,243470856,16000000,Jul 25 2008,Other,Original Screenplay,Comedy,Fiction,7,7129
Rush Hour,141186864,245300000,35000000,Sep 18 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,55248
Lilo & Stitch,145771527,245800000,80000000,Jun 21 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.1,25611
Dumb & Dumber,127175374,246400000,16000000,Dec 16 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,7.2,88093
Love Actually,59472278,247967903,45000000,Nov 07 2003,R,Original Screenplay,Comedy,Fiction,7.9,97921
Unbreakable,94999143,248099143,73243106,Nov 22 2000,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.3,97324
The Blair Witch Project,140539099,248300000,600000,Jul 14 1999,R,Original Screenplay,Horror/Thriller,Fiction,6.2,87629
The Truman Show,125618201,248400000,60000000,Jun 05 1998,PG/PG-13,Original Screenplay,Drama,Fiction,8,156346
Space Jam,90463534,250200000,80000000,Nov 15 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,5.6,29293
Grown Ups,161094625,250294625,75000000,Jun 25 2010,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,13488
Enemy of the State,111549836,250649836,85000000,Nov 20 1998,R,Original Screenplay,Action/Adventure,Fiction,7.2,66700
Rush Hour 3,140125968,253025968,180000000,Aug 10 2007,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6,39312
The Full Monty,45950122,257938649,3500000,Aug 13 1997,R,Original Screenplay,Comedy,Fiction,7.2,40877
The Village,114197520,260197520,71682975,Jul 30 2004,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.6,88928
Robots,128200012,260700012,80000000,Mar 11 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.4,27361
The Fifth Element,63570862,263900000,95000000,May 09 1997,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.4,131252
Waterworld,88246220,264246220,175000000,Jul 28 1995,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.7,54126
Something's Gotta Give,124685242,266685242,80000000,Dec 12 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,36303
Batman Returns,162831698,266822354,80000000,Jun 18 1992,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,78673
xXx,141930000,267200000,70000000,Aug 09 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.5,52636
"10,000 B.C.",94784201,269065678,105000000,Mar 07 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.8,134
Bad Boys II,138540870,272940870,130000000,Jul 18 2003,R,Original Screenplay,Action/Adventure,Fiction,6.2,58002
Jerry Maguire,153952592,274000000,50000000,Dec 13 1996,R,Original Screenplay,Comedy,Fiction,7.2,78603
Beverly Hills Cop II,153665036,276665036,20000000,May 20 1987,R,Original Screenplay,Action/Adventure,Fiction,6.1,29712
Scary Movie,157019771,277200000,19000000,Jul 07 2000,R,Original Screenplay,Comedy,Fiction,6,68541
Shakespeare in Love,100317794,279500000,26000000,Dec 11 1998,R,Original Screenplay,Comedy,Fiction,7.4,77911
Speed,121248145,283200000,30000000,Jun 10 1994,R,Original Screenplay,Action/Adventure,Fiction,2.6,4175
Lethal Weapon 4,130444603,285400000,140000000,Jul 10 1998,R,Original Screenplay,Action/Adventure,Fiction,6.4,47846
American Pie 2,145096820,286500000,30000000,Aug 10 2001,R,Original Screenplay,Comedy,Fiction,6.2,66751
My Best Friend's Wedding,126813153,287200000,46000000,Jun 20 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,6.2,37287
G-Force,119436770,287389685,82500000,Jul 24 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5,9633
Bee Movie,126631277,287594577,150000000,Nov 02 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,6.3,30575
What Lies Beneath,155464351,288693989,90000000,Jul 21 2000,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.5,45633
Ghostbusters,238632124,291632124,30000000,Jun 08 1984,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,358
Austin Powers in Goldmember,213117789,292738626,63000000,Jul 25 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,6.2,69140
Van Helsing,120150546,300150546,170000000,May 07 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.5,68846
Meet the Parents,166225040,301500000,55000000,Oct 06 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,7,84924
Liar Liar,181410615,302710615,45000000,Mar 21 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,6.7,67798
Runaway Bride,152257509,308007919,70000000,Jul 30 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,28497
Ransom,136492681,308700000,70000000,Nov 08 1996,R,Original Screenplay,Action/Adventure,Fiction,6.6,38524
Austin Powers: The Spy Who Shagged Me,206040085,309600000,35000000,Jun 10 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,81005
Bolt,114053579,313953579,150000000,Nov 21 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,7.4,32473
As Good as it Gets,148478011,314111923,50000000,Dec 24 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,7.8,92240
Chicken Little,135386665,314432738,60000000,Nov 04 2005,G,Original Screenplay,Action/Adventure,Fiction,5.8,17415
Air Force One,172956409,315268353,85000000,Jul 25 1997,R,Original Screenplay,Action/Adventure,Fiction,6.3,61394
The Proposal,163958031,317358031,40000000,Jun 19 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,397
Lethal Weapon 3,144731527,319700000,35000000,May 15 1992,R,Original Screenplay,Action/Adventure,Fiction,6.5,39735
Inglourious Basterds,120831050,320389438,70000000,Aug 21 2009,R,Original Screenplay,Action/Adventure,Fiction,8.4,178742
Se7en,100125643,328125643,30000000,Sep 22 1995,R,Original Screenplay,Horror/Thriller,Fiction,8.7,278918
The Rock,134069511,336069511,75000000,Jun 07 1996,R,Original Screenplay,Action/Adventure,Fiction,7.2,108324
Batman Forever,184031112,336529144,100000000,Jun 16 1995,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,76218
Enchanted,127706877,340384141,85000000,Nov 21 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,7.5,55697
National Treasure,173005002,347405002,100000000,Nov 19 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,83989
Rush Hour 2,226164286,347425832,90000000,Aug 03 2001,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.4,52049
Deep Impact,140464664,349464664,80000000,May 08 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6,54160
Dinosaur,137748063,356148063,127500000,May 19 2000,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.2,13962
American Beauty,130058047,356258047,15000000,Sep 15 1999,R,Original Screenplay,Drama,Fiction,8.6,292562
Home Alone 2: Lost in New York,173585516,358994850,20000000,Nov 20 1992,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,51408
There's Something About Mary,176484651,360099999,22000000,Jul 15 1998,R,Original Screenplay,Comedy,Fiction,7.2,96443
Toy Story,191796233,361948825,30000000,Nov 22 1995,G,Original Screenplay,Action/Adventure,Fiction,8.2,151143
A Bug's Life,162798565,363109485,45000000,Nov 20 1998,G,Original Screenplay,Action/Adventure,Fiction,7.3,56866
Notting Hill,116089678,363728226,42000000,May 28 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,6.9,66362
Slumdog Millionaire,141319928,365257315,14000000,Nov 12 2008,R,Original Screenplay,Drama,Fiction,8.3,176325
Hitch,177784257,366784257,55000000,Feb 11 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,89
Shark Tale,160861908,367275019,75000000,Oct 01 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.9,40019
What Women Want,182805123,372100000,65000000,Dec 15 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,6.3,54525
Ice Age,176387405,383257136,65000000,Mar 15 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.4,75552
Happy Feet,198000317,385000317,85000000,Nov 17 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.7,42369
