Year,State,Description,value
2012,Arkansas,Compensation (millions of dollars),59196.2
2012,California,Chain-type quantity indexes for real GDP,100
2012,California,Compensation (millions of dollars),1113411.5
2012,Colorado,Chain-type quantity indexes for real GDP,100
2012,Colorado,Compensation (millions of dollars),150874.5
2012,Connecticut,Chain-type quantity indexes for real GDP,100
2012,Connecticut,Compensation (millions of dollars),127400.6
2012,Delaware,Chain-type quantity indexes for real GDP,100
2012,Delaware,Compensation (millions of dollars),27443.2
2012,District of Columbia,Chain-type quantity indexes for real GDP,100
2012,District of Columbia,Compensation (millions of dollars),77014.4
2012,Florida,Chain-type quantity indexes for real GDP,100
2012,Florida,Compensation (millions of dollars),422060.4
2012,Georgia,Chain-type quantity indexes for real GDP,100
2012,Georgia,Compensation (millions of dollars),240348
2012,Hawaii,Chain-type quantity indexes for real GDP,100
2012,Hawaii,Compensation (millions of dollars),39546.2
2012,Idaho,Chain-type quantity indexes for real GDP,100
2012,Idaho,Compensation (millions of dollars),30077.2
2012,Illinois,Chain-type quantity indexes for real GDP,100
2012,Illinois,Compensation (millions of dollars),392016.8
2012,Indiana,Chain-type quantity indexes for real GDP,100
2012,Indiana,Compensation (millions of dollars),154866
2012,Iowa,Chain-type quantity indexes for real GDP,100
2012,Iowa,Compensation (millions of dollars),77814.1
2012,Kansas,Chain-type quantity indexes for real GDP,100
2012,Kansas,Compensation (millions of dollars),74831.2
2012,Kentucky,Chain-type quantity indexes for real GDP,100
2012,Kentucky,Compensation (millions of dollars),97929.7
2012,Louisiana,Chain-type quantity indexes for real GDP,100
2012,Louisiana,Compensation (millions of dollars),109776.9
2012,Maine,Chain-type quantity indexes for real GDP,100
2012,Maine,Compensation (millions of dollars),30372.2
2012,Maryland,Chain-type quantity indexes for real GDP,100
2012,Maryland,Compensation (millions of dollars),184785.8
2012,Massachusetts,Chain-type quantity indexes for real GDP,100
2012,Massachusetts,Compensation (millions of dollars),250386.4
2012,Michigan,Chain-type quantity indexes for real GDP,100
2012,Michigan,Compensation (millions of dollars),236006
2012,Minnesota,Chain-type quantity indexes for real GDP,100
2012,Minnesota,Compensation (millions of dollars),165232.8
2012,Mississippi,Chain-type quantity indexes for real GDP,100
2012,Mississippi,Compensation (millions of dollars),53978.4
2012,Missouri,Chain-type quantity indexes for real GDP,100
2012,Missouri,Compensation (millions of dollars),150020.4
2012,Montana,Chain-type quantity indexes for real GDP,100
2012,Montana,Compensation (millions of dollars),21648.5
2012,Nebraska,Chain-type quantity indexes for real GDP,100
2012,Nebraska,Compensation (millions of dollars),50504.9
2012,Nevada,Chain-type quantity indexes for real GDP,100
2012,Nevada,Compensation (millions of dollars),65861
2012,New Hampshire,Chain-type quantity indexes for real GDP,100
2012,New Hampshire,Compensation (millions of dollars),37640.8
2012,New Jersey,Chain-type quantity indexes for real GDP,100
2012,New Jersey,Compensation (millions of dollars),281033.2
2012,New Mexico,Chain-type quantity indexes for real GDP,100
2012,New Mexico,Compensation (millions of dollars),44139.3
2012,New York,Chain-type quantity indexes for real GDP,100
2012,New York,Compensation (millions of dollars),686389.1
2012,North Carolina,Chain-type quantity indexes for real GDP,100
2012,North Carolina,Compensation (millions of dollars),232251.7
2012,North Dakota,Chain-type quantity indexes for real GDP,100
2012,North Dakota,Compensation (millions of dollars),24386.9
2012,Ohio,Chain-type quantity indexes for real GDP,100
2012,Ohio,Compensation (millions of dollars),296610
2012,Oklahoma,Chain-type quantity indexes for real GDP,100
2012,Oklahoma,Compensation (millions of dollars),86871.1
2012,Oregon,Chain-type quantity indexes for real GDP,100
2012,Oregon,Compensation (millions of dollars),97744.7
2012,Pennsylvania,Chain-type quantity indexes for real GDP,100
2012,Pennsylvania,Compensation (millions of dollars),351463.1
2012,Rhode Island,Chain-type quantity indexes for real GDP,100
2012,Rhode Island,Compensation (millions of dollars),28261.1
2012,South Carolina,Chain-type quantity indexes for real GDP,100
2012,South Carolina,Compensation (millions of dollars),98400.2
2012,South Dakota,Chain-type quantity indexes for real GDP,100
2012,South Dakota,Compensation (millions of dollars),19489.3
2012,Tennessee,Chain-type quantity indexes for real GDP,100
2012,Tennessee,Compensation (millions of dollars),150566.3
2012,Texas,Chain-type quantity indexes for real GDP,100
2012,Texas,Compensation (millions of dollars),686360.4
2012,Utah,Chain-type quantity indexes for real GDP,100
2012,Utah,Compensation (millions of dollars),68383
2012,Vermont,Chain-type quantity indexes for real GDP,100
2012,Vermont,Compensation (millions of dollars),16212.2
2012,Virginia,Chain-type quantity indexes for real GDP,100
2012,Virginia,Compensation (millions of dollars),254478.8
2012,Washington,Chain-type quantity indexes for real GDP,100
2012,Washington,Compensation (millions of dollars),205219.9
2012,West Virginia,Chain-type quantity indexes for real GDP,100
2012,West Virginia,Compensation (millions of dollars),37330.6
2012,Wisconsin,Chain-type quantity indexes for real GDP,100
2012,Wisconsin,Compensation (millions of dollars),155460
2012,Wyoming,Chain-type quantity indexes for real GDP,100
2012,Wyoming,Compensation (millions of dollars),16977
2013,Alabama,Chain-type quantity indexes for real GDP,101.123
2013,Alabama,Compensation (millions of dollars),102206.9
2013,Alaska,Chain-type quantity indexes for real GDP,94.974
2013,Alaska,Compensation (millions of dollars),26362.2
2013,Arizona,Chain-type quantity indexes for real GDP,100.752
2013,Arizona,Compensation (millions of dollars),150331.8
2013,Arkansas,Chain-type quantity indexes for real GDP,102.083
2013,Arkansas,Compensation (millions of dollars),60545.9
2013,California,Chain-type quantity indexes for real GDP,103.13
2013,California,Compensation (millions of dollars),1157678.6
2013,Colorado,Chain-type quantity indexes for real GDP,103.409
2013,Colorado,Compensation (millions of dollars),157077.6
2013,Connecticut,Chain-type quantity indexes for real GDP,97.982
2013,Connecticut,Compensation (millions of dollars),129317.3
2013,Delaware,Chain-type quantity indexes for real GDP,96.602
2013,Delaware,Compensation (millions of dollars),28040.4
2013,District of Columbia,Chain-type quantity indexes for real GDP,100.156
2013,District of Columbia,Compensation (millions of dollars),78320.2
2013,Florida,Chain-type quantity indexes for real GDP,102.093
2013,Florida,Compensation (millions of dollars),438575
2013,Georgia,Chain-type quantity indexes for real GDP,101.596
2013,Georgia,Compensation (millions of dollars),249271.9
2013,Hawaii,Chain-type quantity indexes for real GDP,101.61
2013,Hawaii,Compensation (millions of dollars),40832.4
2013,Idaho,Chain-type quantity indexes for real GDP,103.956
2013,Idaho,Compensation (millions of dollars),31778
2013,Illinois,Chain-type quantity indexes for real GDP,99.962
2013,Illinois,Compensation (millions of dollars),400321.8
2013,Indiana,Chain-type quantity indexes for real GDP,102.251
2013,Indiana,Compensation (millions of dollars),157878.7
2013,Iowa,Chain-type quantity indexes for real GDP,99.964
2013,Iowa,Compensation (millions of dollars),80039.6
2013,Kansas,Chain-type quantity indexes for real GDP,99.933
2013,Kansas,Compensation (millions of dollars),77489.8
2013,Kentucky,Chain-type quantity indexes for real GDP,101.887
2013,Kentucky,Compensation (millions of dollars),98974.1
2013,Louisiana,Chain-type quantity indexes for real GDP,97.055
2013,Louisiana,Compensation (millions of dollars),112982.4
2013,Maine,Chain-type quantity indexes for real GDP,99.179
2013,Maine,Compensation (millions of dollars),31130
2013,Maryland,Chain-type quantity indexes for real GDP,100.525
2013,Maryland,Compensation (millions of dollars),187444.4
2013,Massachusetts,Chain-type quantity indexes for real GDP,100.442
2013,Massachusetts,Compensation (millions of dollars),257993
2013,Michigan,Chain-type quantity indexes for real GDP,101.43
2013,Michigan,Compensation (millions of dollars),241941.4
2013,Minnesota,Chain-type quantity indexes for real GDP,102.399
2013,Minnesota,Compensation (millions of dollars),170823.1
2013,Mississippi,Chain-type quantity indexes for real GDP,99.883
2013,Mississippi,Compensation (millions of dollars),54950.7
2013,Missouri,Chain-type quantity indexes for real GDP,101.128
2013,Missouri,Compensation (millions of dollars),154609.5
2013,Montana,Chain-type quantity indexes for real GDP,101.482
2013,Montana,Compensation (millions of dollars),22274.9
2013,Nebraska,Chain-type quantity indexes for real GDP,101.902
2013,Nebraska,Compensation (millions of dollars),51623.3
2013,Nevada,Chain-type quantity indexes for real GDP,100.316
2013,Nevada,Compensation (millions of dollars),67692.7
2013,New Hampshire,Chain-type quantity indexes for real GDP,100.85
2013,New Hampshire,Compensation (millions of dollars),38755.3
2013,New Jersey,Chain-type quantity indexes for real GDP,101.263
2013,New Jersey,Compensation (millions of dollars),289211.3
2013,New Mexico,Chain-type quantity indexes for real GDP,98.785
2013,New Mexico,Compensation (millions of dollars),44498.9
2013,New York,Chain-type quantity indexes for real GDP,100.086
2013,New York,Compensation (millions of dollars),706111.5
2013,North Carolina,Chain-type quantity indexes for real GDP,101.564
2013,North Carolina,Compensation (millions of dollars),237816.2
2013,North Dakota,Chain-type quantity indexes for real GDP,102.045
2013,North Dakota,Compensation (millions of dollars),26326.5
2013,Ohio,Chain-type quantity indexes for real GDP,101.919
2013,Ohio,Compensation (millions of dollars),306358.4
2013,Oklahoma,Chain-type quantity indexes for real GDP,101.615
2013,Oklahoma,Compensation (millions of dollars),90071.4
2013,Oregon,Chain-type quantity indexes for real GDP,100.758
2013,Oregon,Compensation (millions of dollars),101161.5
2013,Pennsylvania,Chain-type quantity indexes for real GDP,101.235
2013,Pennsylvania,Compensation (millions of dollars),361389.2
2013,Rhode Island,Chain-type quantity indexes for real GDP,100.636
2013,Rhode Island,Compensation (millions of dollars),29133.8
2013,South Carolina,Chain-type quantity indexes for real GDP,101.837
2013,South Carolina,Compensation (millions of dollars),102076.9
2013,South Dakota,Chain-type quantity indexes for real GDP,100.56
2013,South Dakota,Compensation (millions of dollars),19960.2
2013,Tennessee,Chain-type quantity indexes for real GDP,101.206
2013,Tennessee,Compensation (millions of dollars),153513
2013,Texas,Chain-type quantity indexes for real GDP,104.47
2013,Texas,Compensation (millions of dollars),717055.4
2013,Utah,Chain-type quantity indexes for real GDP,102.78
2013,Utah,Compensation (millions of dollars),71964.8
2013,Vermont,Chain-type quantity indexes for real GDP,98.086
2013,Vermont,Compensation (millions of dollars),16792.3
2013,Virginia,Chain-type quantity indexes for real GDP,100.693
2013,Virginia,Compensation (millions of dollars),259234.5
2013,Washington,Chain-type quantity indexes for real GDP,102.582
2013,Washington,Compensation (millions of dollars),214523.2
2013,West Virginia,Chain-type quantity indexes for real GDP,100.324
2013,West Virginia,Compensation (millions of dollars),37487.3
2013,Wisconsin,Chain-type quantity indexes for real GDP,100.328
2013,Wisconsin,Compensation (millions of dollars),159591
2013,Wyoming,Chain-type quantity indexes for real GDP,99.985
2013,Wyoming,Compensation (millions of dollars),17540.7
2014,Alabama,Chain-type quantity indexes for real GDP,100.339
2014,Alabama,Compensation (millions of dollars),106036.8
2014,Alaska,Chain-type quantity indexes for real GDP,92.973
2014,Alaska,Compensation (millions of dollars),27139.9
2014,Arizona,Chain-type quantity indexes for real GDP,102.03
2014,Arizona,Compensation (millions of dollars),156465.4
2014,Arkansas,Chain-type quantity indexes for real GDP,102.989
2014,Arkansas,Compensation (millions of dollars),62563.9
2014,California,Chain-type quantity indexes for real GDP,106.765
2014,California,Compensation (millions of dollars),1225532.5
2014,Colorado,Chain-type quantity indexes for real GDP,107.887
2014,Colorado,Compensation (millions of dollars),168061.9
2014,Connecticut,Chain-type quantity indexes for real GDP,97.87
2014,Connecticut,Compensation (millions of dollars),133233.1
2014,Delaware,Chain-type quantity indexes for real GDP,104.146
2014,Delaware,Compensation (millions of dollars),29389.2
2014,District of Columbia,Chain-type quantity indexes for real GDP,102.137
2014,District of Columbia,Compensation (millions of dollars),81738
2014,Florida,Chain-type quantity indexes for real GDP,104.969
2014,Florida,Compensation (millions of dollars),460825.6
2014,Georgia,Chain-type quantity indexes for real GDP,104.968
2014,Georgia,Compensation (millions of dollars),262661.6
2014,Hawaii,Chain-type quantity indexes for real GDP,102.235
2014,Hawaii,Compensation (millions of dollars),42505.1
2014,Idaho,Chain-type quantity indexes for real GDP,107.081
2014,Idaho,Compensation (millions of dollars),33031.1
2014,Illinois,Chain-type quantity indexes for real GDP,102.037
2014,Illinois,Compensation (millions of dollars),413181.7
2014,Indiana,Chain-type quantity indexes for real GDP,105.414
2014,Indiana,Compensation (millions of dollars),165190.8
2014,Iowa,Chain-type quantity indexes for real GDP,105.097
2014,Iowa,Compensation (millions of dollars),84326.3
2014,Kansas,Chain-type quantity indexes for real GDP,102.486
2014,Kansas,Compensation (millions of dollars),80384.8
2014,Kentucky,Chain-type quantity indexes for real GDP,101.868
2014,Kentucky,Compensation (millions of dollars),102252.8
2014,Louisiana,Chain-type quantity indexes for real GDP,99.987
2014,Louisiana,Compensation (millions of dollars),118219.3
2014,Maine,Chain-type quantity indexes for real GDP,100.667
2014,Maine,Compensation (millions of dollars),32193.8
2014,Maryland,Chain-type quantity indexes for real GDP,102.13
2014,Maryland,Compensation (millions of dollars),194072.1
2014,Massachusetts,Chain-type quantity indexes for real GDP,101.953
2014,Massachusetts,Compensation (millions of dollars),270567.4
2014,Michigan,Chain-type quantity indexes for real GDP,102.75
2014,Michigan,Compensation (millions of dollars),251520
2014,Minnesota,Chain-type quantity indexes for real GDP,105.284
2014,Minnesota,Compensation (millions of dollars),178963.8
2014,Mississippi,Chain-type quantity indexes for real GDP,99.836
2014,Mississippi,Compensation (millions of dollars),56588.9
2014,Missouri,Chain-type quantity indexes for real GDP,101.674
2014,Missouri,Compensation (millions of dollars),159215.6
2014,Montana,Chain-type quantity indexes for real GDP,103.515
2014,Montana,Compensation (millions of dollars),23191.8
2014,Nebraska,Chain-type quantity indexes for real GDP,105.073
2014,Nebraska,Compensation (millions of dollars),54193.1
2014,Nevada,Chain-type quantity indexes for real GDP,101.225
2014,Nevada,Compensation (millions of dollars),72262.2
2014,New Hampshire,Chain-type quantity indexes for real GDP,102.505
2014,New Hampshire,Compensation (millions of dollars),40747.5
2014,New Jersey,Chain-type quantity indexes for real GDP,100.961
2014,New Jersey,Compensation (millions of dollars),297584.2
2014,New Mexico,Chain-type quantity indexes for real GDP,101.212
2014,New Mexico,Compensation (millions of dollars),45743.4
2014,New York,Chain-type quantity indexes for real GDP,101.896
2014,New York,Compensation (millions of dollars),743634.2
2014,North Carolina,Chain-type quantity indexes for real GDP,103.855
2014,North Carolina,Compensation (millions of dollars),250748
2014,North Dakota,Chain-type quantity indexes for real GDP,111.494
2014,North Dakota,Compensation (millions of dollars),29162.8
2014,Ohio,Chain-type quantity indexes for real GDP,105.211
2014,Ohio,Compensation (millions of dollars),318204.2
2014,Oklahoma,Chain-type quantity indexes for real GDP,108.283
2014,Oklahoma,Compensation (millions of dollars),94041
2014,Oregon,Chain-type quantity indexes for real GDP,103.785
2014,Oregon,Compensation (millions of dollars),106288.3
2014,Pennsylvania,Chain-type quantity indexes for real GDP,103.352
2014,Pennsylvania,Compensation (millions of dollars),372516.1
2014,Rhode Island,Chain-type quantity indexes for real GDP,101.377
2014,Rhode Island,Compensation (millions of dollars),30463.2
2014,South Carolina,Chain-type quantity indexes for real GDP,104.712
2014,South Carolina,Compensation (millions of dollars),107269.5
2014,South Dakota,Chain-type quantity indexes for real GDP,102.153
2014,South Dakota,Compensation (millions of dollars),21155.8
2014,Tennessee,Chain-type quantity indexes for real GDP,102.72
2014,Tennessee,Compensation (millions of dollars),159281.1
2014,Texas,Chain-type quantity indexes for real GDP,107.63
2014,Texas,Compensation (millions of dollars),765541.1
2014,Utah,Chain-type quantity indexes for real GDP,105.776
2014,Utah,Compensation (millions of dollars),75468.6
2014,Vermont,Chain-type quantity indexes for real GDP,98.875
2014,Vermont,Compensation (millions of dollars),17110.5
2014,Virginia,Chain-type quantity indexes for real GDP,100.382
2014,Virginia,Compensation (millions of dollars),265916.2
2014,Washington,Chain-type quantity indexes for real GDP,105.976
2014,Washington,Compensation (millions of dollars),227269.9
2014,West Virginia,Chain-type quantity indexes for real GDP,100.299
2014,West Virginia,Compensation (millions of dollars),37829.5
2014,Wisconsin,Chain-type quantity indexes for real GDP,102.481
2014,Wisconsin,Compensation (millions of dollars),164986.2
2014,Wyoming,Chain-type quantity indexes for real GDP,101.812
2014,Wyoming,Compensation (millions of dollars),18374.4
2015,Alabama,Chain-type quantity indexes for real GDP,101.104
2015,Alabama,Compensation (millions of dollars),110031.4
2015,Alaska,Chain-type quantity indexes for real GDP,93.921
2015,Alaska,Compensation (millions of dollars),27826.3
2015,Arizona,Chain-type quantity indexes for real GDP,104.103
2015,Arizona,Compensation (millions of dollars),163929
2015,Arkansas,Chain-type quantity indexes for real GDP,103.557
2015,Arkansas,Compensation (millions of dollars),64679.8
2015,California,Chain-type quantity indexes for real GDP,111.564
2015,California,Compensation (millions of dollars),1313766.3
2015,Colorado,Chain-type quantity indexes for real GDP,112.855
2015,Colorado,Compensation (millions of dollars),176758.6
2015,Connecticut,Chain-type quantity indexes for real GDP,100.745
2015,Connecticut,Compensation (millions of dollars),137749.8
2015,Delaware,Chain-type quantity indexes for real GDP,107.119
2015,Delaware,Compensation (millions of dollars),30346.3
2015,District of Columbia,Chain-type quantity indexes for real GDP,104.147
2015,District of Columbia,Compensation (millions of dollars),84939.2
2015,Florida,Chain-type quantity indexes for real GDP,109.466
2015,Florida,Compensation (millions of dollars),490204.4
2015,Georgia,Chain-type quantity indexes for real GDP,109.25
2015,Georgia,Compensation (millions of dollars),276958.6
2015,Hawaii,Chain-type quantity indexes for real GDP,105.513
2015,Hawaii,Compensation (millions of dollars),44525.8
2015,Idaho,Chain-type quantity indexes for real GDP,108.157
2015,Idaho,Compensation (millions of dollars),34661.5
2015,Illinois,Chain-type quantity indexes for real GDP,103.491
2015,Illinois,Compensation (millions of dollars),432132.9
2015,Indiana,Chain-type quantity indexes for real GDP,104.405
2015,Indiana,Compensation (millions of dollars),171676.4
2015,Iowa,Chain-type quantity indexes for real GDP,107.94
2015,Iowa,Compensation (millions of dollars),87450.1
2015,Kansas,Chain-type quantity indexes for real GDP,104.93
2015,Kansas,Compensation (millions of dollars),83071.7
2015,Kentucky,Chain-type quantity indexes for real GDP,102.679
2015,Kentucky,Compensation (millions of dollars),107212.5
2015,Louisiana,Chain-type quantity indexes for real GDP,98.994
2015,Louisiana,Compensation (millions of dollars),120102.2
2015,Maine,Chain-type quantity indexes for real GDP,101.39
2015,Maine,Compensation (millions of dollars),33491.4
2015,Maryland,Chain-type quantity indexes for real GDP,104.7
2015,Maryland,Compensation (millions of dollars),202399.4
2015,Massachusetts,Chain-type quantity indexes for real GDP,105.677
2015,Massachusetts,Compensation (millions of dollars),286906.6
2015,Michigan,Chain-type quantity indexes for real GDP,105.001
2015,Michigan,Compensation (millions of dollars),264774.8
2015,Minnesota,Chain-type quantity indexes for real GDP,106.9
2015,Minnesota,Compensation (millions of dollars),187602.1
2015,Mississippi,Chain-type quantity indexes for real GDP,100.034
2015,Mississippi,Compensation (millions of dollars),57703.4
2015,Missouri,Chain-type quantity indexes for real GDP,102.757
2015,Missouri,Compensation (millions of dollars),166903.8
2015,Montana,Chain-type quantity indexes for real GDP,107.215
2015,Montana,Compensation (millions of dollars),24221.8
2015,Nebraska,Chain-type quantity indexes for real GDP,108.445
2015,Nebraska,Compensation (millions of dollars),56727.6
2015,Nevada,Chain-type quantity indexes for real GDP,105.44
2015,Nevada,Compensation (millions of dollars),76468.8
2015,New Hampshire,Chain-type quantity indexes for real GDP,105.174
2015,New Hampshire,Compensation (millions of dollars),42398.1
2015,New Jersey,Chain-type quantity indexes for real GDP,102.467
2015,New Jersey,Compensation (millions of dollars),308589.6
2015,New Mexico,Chain-type quantity indexes for real GDP,102.02
2015,New Mexico,Compensation (millions of dollars),46988.2
2015,New York,Chain-type quantity indexes for real GDP,103.419
2015,New York,Compensation (millions of dollars),775746
2015,North Carolina,Chain-type quantity indexes for real GDP,106.74
2015,North Carolina,Compensation (millions of dollars),263271.4
2015,North Dakota,Chain-type quantity indexes for real GDP,109.087
2015,North Dakota,Compensation (millions of dollars),28654
2015,Ohio,Chain-type quantity indexes for real GDP,106.067
2015,Ohio,Compensation (millions of dollars),329830.7
2015,Oklahoma,Chain-type quantity indexes for real GDP,112.693
2015,Oklahoma,Compensation (millions of dollars),95857.2
2015,Oregon,Chain-type quantity indexes for real GDP,108.783
2015,Oregon,Compensation (millions of dollars),113423.2
2015,Pennsylvania,Chain-type quantity indexes for real GDP,105.331
2015,Pennsylvania,Compensation (millions of dollars),387904.1
2015,Rhode Island,Chain-type quantity indexes for real GDP,102.396
2015,Rhode Island,Compensation (millions of dollars),31696.8
2015,South Carolina,Chain-type quantity indexes for real GDP,108.108
2015,South Carolina,Compensation (millions of dollars),112918.2
2015,South Dakota,Chain-type quantity indexes for real GDP,104.016
2015,South Dakota,Compensation (millions of dollars),21973.1
2015,Tennessee,Chain-type quantity indexes for real GDP,106.336
2015,Tennessee,Compensation (millions of dollars),167729.5
2015,Texas,Chain-type quantity indexes for real GDP,112.998
2015,Texas,Compensation (millions of dollars),800316.6
2015,Utah,Chain-type quantity indexes for real GDP,109.426
2015,Utah,Compensation (millions of dollars),80246.4
2015,Vermont,Chain-type quantity indexes for real GDP,99.582
2015,Vermont,Compensation (millions of dollars),17813.3
2015,Virginia,Chain-type quantity indexes for real GDP,102.06
2015,Virginia,Compensation (millions of dollars),277991.7
2015,Washington,Chain-type quantity indexes for real GDP,110.342
2015,Washington,Compensation (millions of dollars),238566.5
2015,West Virginia,Chain-type quantity indexes for real GDP,100.485
2015,West Virginia,Compensation (millions of dollars),38348.7
2015,Wisconsin,Chain-type quantity indexes for real GDP,104.32
2015,Wisconsin,Compensation (millions of dollars),171332.3
2015,Wyoming,Chain-type quantity indexes for real GDP,104.022
2015,Wyoming,Compensation (millions of dollars),18308.1
2016,Alabama,Chain-type quantity indexes for real GDP,102.662
2016,Alabama,Compensation (millions of dollars),112854.1
2016,Alaska,Chain-type quantity indexes for real GDP,93.074
2016,Alaska,Compensation (millions of dollars),27170.6
2016,Arizona,Chain-type quantity indexes for real GDP,107.307
2016,Arizona,Compensation (millions of dollars),170624.3
2016,Arkansas,Chain-type quantity indexes for real GDP,103.969
2016,Arkansas,Compensation (millions of dollars),66179.6
2016,California,Chain-type quantity indexes for real GDP,114.897
2016,California,Compensation (millions of dollars),1371402
2016,Colorado,Chain-type quantity indexes for real GDP,115.219
2016,Colorado,Compensation (millions of dollars),182139.9
2016,Connecticut,Chain-type quantity indexes for real GDP,100.986
2016,Connecticut,Compensation (millions of dollars),139068.1
2016,Delaware,Chain-type quantity indexes for real GDP,101.037
2016,Delaware,Compensation (millions of dollars),30517.3
2016,District of Columbia,Chain-type quantity indexes for real GDP,106.676
2016,District of Columbia,Compensation (millions of dollars),88185.7
2016,Florida,Chain-type quantity indexes for real GDP,113.229
2016,Florida,Compensation (millions of dollars),513290.5
2016,Georgia,Chain-type quantity indexes for real GDP,113.188
2016,Georgia,Compensation (millions of dollars),288387.8
2016,Hawaii,Chain-type quantity indexes for real GDP,107.508
2016,Hawaii,Compensation (millions of dollars),46047.3
2016,Idaho,Chain-type quantity indexes for real GDP,112.268
2016,Idaho,Compensation (millions of dollars),36573.8
2016,Illinois,Chain-type quantity indexes for real GDP,103.157
2016,Illinois,Compensation (millions of dollars),437916.4
2016,Indiana,Chain-type quantity indexes for real GDP,106.352
2016,Indiana,Compensation (millions of dollars),176918.6
2016,Iowa,Chain-type quantity indexes for real GDP,107.475
2016,Iowa,Compensation (millions of dollars),90119.6
2016,Kansas,Chain-type quantity indexes for real GDP,108.375
2016,Kansas,Compensation (millions of dollars),83370.6
2016,Kentucky,Chain-type quantity indexes for real GDP,103.352
2016,Kentucky,Compensation (millions of dollars),109392.9
2016,Louisiana,Chain-type quantity indexes for real GDP,97.045
2016,Louisiana,Compensation (millions of dollars),118559.8
2016,Maine,Chain-type quantity indexes for real GDP,103.513
2016,Maine,Compensation (millions of dollars),34486.9
2016,Maryland,Chain-type quantity indexes for real GDP,108.288
2016,Maryland,Compensation (millions of dollars),208727.5
2016,Massachusetts,Chain-type quantity indexes for real GDP,107.322
2016,Massachusetts,Compensation (millions of dollars),295050.1
2016,Michigan,Chain-type quantity indexes for real GDP,107.011
2016,Michigan,Compensation (millions of dollars),273838.5
2016,Minnesota,Chain-type quantity indexes for real GDP,108.615
2016,Minnesota,Compensation (millions of dollars),193035
2016,Mississippi,Chain-type quantity indexes for real GDP,100.803
2016,Mississippi,Compensation (millions of dollars),58933
2016,Missouri,Chain-type quantity indexes for real GDP,102.789
2016,Missouri,Compensation (millions of dollars),169850.9
2016,Montana,Chain-type quantity indexes for real GDP,104.95
2016,Montana,Compensation (millions of dollars),24756.4
2016,Nebraska,Chain-type quantity indexes for real GDP,109.623
2016,Nebraska,Compensation (millions of dollars),58112.1
2016,Nevada,Chain-type quantity indexes for real GDP,108.327
2016,Nevada,Compensation (millions of dollars),80383.3
2016,New Hampshire,Chain-type quantity indexes for real GDP,107.408
2016,New Hampshire,Compensation (millions of dollars),43812.1
2016,New Jersey,Chain-type quantity indexes for real GDP,103.453
2016,New Jersey,Compensation (millions of dollars),314087.3
2016,New Mexico,Chain-type quantity indexes for real GDP,101.395
2016,New Mexico,Compensation (millions of dollars),47420.1
2016,New York,Chain-type quantity indexes for real GDP,105.646
2016,New York,Compensation (millions of dollars),789376.6
2016,North Carolina,Chain-type quantity indexes for real GDP,108.509
2016,North Carolina,Compensation (millions of dollars),271708.8
2016,North Dakota,Chain-type quantity indexes for real GDP,102.203
2016,North Dakota,Compensation (millions of dollars),26898.9
2016,Ohio,Chain-type quantity indexes for real GDP,107.001
2016,Ohio,Compensation (millions of dollars),336967.9
2016,Oklahoma,Chain-type quantity indexes for real GDP,110.379
2016,Oklahoma,Compensation (millions of dollars),94115.1
2016,Oregon,Chain-type quantity indexes for real GDP,113.44
2016,Oregon,Compensation (millions of dollars),119034.7
2016,Pennsylvania,Chain-type quantity indexes for real GDP,106.24
2016,Pennsylvania,Compensation (millions of dollars),393042.9
2016,Rhode Island,Chain-type quantity indexes for real GDP,102.558
2016,Rhode Island,Compensation (millions of dollars),32456.2
2016,South Carolina,Chain-type quantity indexes for real GDP,111.478
2016,South Carolina,Compensation (millions of dollars),117171.7
2016,South Dakota,Chain-type quantity indexes for real GDP,104.953
2016,South Dakota,Compensation (millions of dollars),22706.2
2016,Tennessee,Chain-type quantity indexes for real GDP,108.312
2016,Tennessee,Compensation (millions of dollars),173853.5
2016,Texas,Chain-type quantity indexes for real GDP,113.987
2016,Texas,Compensation (millions of dollars),812228.4
2016,Utah,Chain-type quantity indexes for real GDP,114.246
2016,Utah,Compensation (millions of dollars),84825
2016,Vermont,Chain-type quantity indexes for real GDP,100.571
2016,Vermont,Compensation (millions of dollars),18170.9
2016,Virginia,Chain-type quantity indexes for real GDP,103.137
2016,Virginia,Compensation (millions of dollars),284418.5
2016,Washington,Chain-type quantity indexes for real GDP,114.414
2016,Washington,Compensation (millions of dollars),252798.2
2016,West Virginia,Chain-type quantity indexes for real GDP,99.558
2016,West Virginia,Compensation (millions of dollars),37385
2016,Wisconsin,Chain-type quantity indexes for real GDP,105.346
2016,Wisconsin,Compensation (millions of dollars),175148.1
2016,Wyoming,Chain-type quantity indexes for real GDP,98.284
2016,Wyoming,Compensation (millions of dollars),17265.3
2017,Alabama,Chain-type quantity indexes for real GDP,104.397
2017,Alabama,Compensation (millions of dollars),116653.1
2017,Alaska,Chain-type quantity indexes for real GDP,92.873
2017,Alaska,Compensation (millions of dollars),27133
2017,Arizona,Chain-type quantity indexes for real GDP,111.426
2017,Arizona,Compensation (millions of dollars),180958.5
2017,Arkansas,Chain-type quantity indexes for real GDP,104.971
2017,Arkansas,Compensation (millions of dollars),68619.4
2017,California,Chain-type quantity indexes for real GDP,120.286
2017,California,Compensation (millions of dollars),1452842.6
2017,Colorado,Chain-type quantity indexes for real GDP,119.195
2017,Colorado,Compensation (millions of dollars),193502
