Rank,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
1686,How High,31155435,31260435,12000000,Dec 21 2001,R,Original Screenplay,Comedy,Fiction,5.5,14470
1687,The Banger Sisters,30306281,38067218,10000000,Sep 20 2002,R,Original Screenplay,Comedy,Fiction,5.5,7435
1688,G.I.Jane,48169156,48169156,50000000,Aug 22 1997,R,Original Screenplay,Drama,Fiction,5.5,23807
1689,Bounce,36779296,53399300,35000000,Nov 17 2000,PG/PG-13,Original Screenplay,Drama,Fiction,5.5,10702
1690,Not Another Teen Movie,37882551,62401343,15000000,Dec 14 2001,R,Original Screenplay,Comedy,Fiction,5.5,36678
1691,Barbershop 2: Back in Business,65070412,65842412,18000000,Feb 06 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,4848
1692,The House Bunny,48237389,70237389,25000000,Aug 22 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,18964
1693,The Rookie,75600072,80693537,22000000,Mar 29 2002,G,Original Screenplay,Drama,Fiction,5.5,8453
1694,Made of Honor,46012734,105508112,40000000,May 02 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,15260
1695,Daddy Day Care,104148781,164285587,60000000,May 09 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,14944
1696,Couples Retreat,109205660,172450423,60000000,Oct 09 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,18332
1697,The Santa Clause 2,139225854,172825854,65000000,Nov 01 2002,G,Original Screenplay,Comedy,Fiction,5.5,9061
1698,Evan Almighty,100289690,173219280,175000000,Jun 22 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,43164
1699,Hollow Man,73209340,191200000,90000000,Aug 04 2000,R,Original Screenplay,Horror/Thriller,Fiction,5.5,41499
1700,xXx,141930000,267200000,70000000,Aug 09 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.5,52636
1701,Van Helsing,120150546,300150546,170000000,May 07 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.5,68846
1702,I Think I Love My Wife,12559771,13205411,14000000,Mar 16 2007,R,Adapted screenplay,Comedy,Fiction,5.5,8643
1703,The Ring,129094024,249094024,48000000,Oct 18 2002,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.5,589
1704,Planet of the Apes,180011740,362211740,100000000,Jul 27 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.5,72763
1705,How to Deal,14108518,14108518,16000000,Jul 18 2003,PG/PG-13,Adapted screenplay,Drama,Fiction,5.4,5292
1706,The Last Legion,5932060,21439015,67000000,Aug 17 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.4,12250
1707,The Relic,33956608,33956608,60000000,Jan 10 1997,R,Adapted screenplay,Horror/Thriller,Fiction,5.4,10249
1708,I Know What You Did Last Summer,72250091,125250091,17000000,Oct 17 1997,R,Adapted screenplay,Horror/Thriller,Fiction,5.4,36807
1709,Max Payne,40687294,85761789,35000000,Oct 17 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.4,47541
1710,Mortal Kombat,70433227,122133227,20000000,Aug 18 1995,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.4,29605
1711,Lara Croft: Tomb Raider,131144183,274644183,94000000,Jun 15 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.4,55582
1712,Alexander,34297191,167297191,155000000,Nov 24 2004,R,Adapted screenplay,Action/Adventure,Non-Fiction,5.4,59498
1713,Pearl Harbor,198539855,449239855,151500000,May 25 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Non-Fiction,5.4,96186
1714,The Action/Adventures of Elmo in Grouchland,11634458,11634458,17000000,Oct 01 1999,G,Adapted screenplay,Comedy,Fiction,5.4,1059
1715,The Rugrats Movie,100494685,140894685,28000000,Nov 20 1998,G,Adapted screenplay,Action/Adventure,Fiction,5.4,4857
1716,Sex and the City,152647258,416047258,57500000,May 30 2008,R,Adapted screenplay,Comedy,Fiction,5.4,46837
1717,Donkey Punch,19367,19367,750000,Jan 23 2009,R,Original Screenplay,Horror/Thriller,Fiction,5.4,4551
1718,Gun Shy,1638202,1638202,10000000,Feb 04 2000,R,Original Screenplay,Comedy,Fiction,5.4,3607
1719,Bubble Boy,5002310,5002310,13000000,Aug 24 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,11073
1720,High Tension,3681066,5208449,2850000,Jun 10 2005,R,Original Screenplay,Horror/Thriller,Fiction,5.4,165
1721,Light It Up,5871603,5871603,13000000,Nov 10 1999,R,Original Screenplay,Drama,Fiction,5.4,2257
1722,What Planet Are You From?,6291602,6291602,50000000,Mar 03 2000,R,Original Screenplay,Comedy,Fiction,5.4,5304
1723,200 Cigarettes,6852450,6852450,6000000,Feb 26 1999,R,Original Screenplay,Comedy,Fiction,5.4,8645
1724,The Man,8330720,10393696,20000000,Sep 09 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,9356
1725,Alex & Emma,14208384,15358583,30000000,Jun 20 2003,PG/PG-13,Original Screenplay,Drama,Fiction,5.4,6539
1726,Imagine That,16123323,16123323,55000000,Jun 12 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,3092
1727,Eight Legged Freaks,17266505,17266505,30000000,Jul 17 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,18173
1728,12 Rounds,12234694,18184083,20000000,Mar 27 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,8914
1729,Joy Ride,21973182,21973182,23000000,Oct 05 2001,R,Original Screenplay,Horror/Thriller,Fiction,5.4,118
1730,The New Guy,28972187,28972187,13000000,May 10 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,14268
1731,A Low Down Dirty Shame,29317886,29317886,10000000,Nov 23 1994,R,Original Screenplay,Action/Adventure,Fiction,5.4,1847
1732,Cabin Fever,21158188,30553394,1500000,Sep 12 2003,R,Original Screenplay,Horror/Thriller,Fiction,5.4,28417
1733,Joe Dirt,27087695,30987695,16000000,Apr 11 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,18666
1734,Hostel: Part II,17544812,33606409,7500000,Jun 08 2007,R,Original Screenplay,Horror/Thriller,Fiction,5.4,31511
1735,Employee of the Month,28444855,38117718,10000000,Oct 06 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,17845
1736,This Christmas,49121934,49778552,13000000,Nov 21 2007,PG/PG-13,Original Screenplay,Drama,Fiction,5.4,3351
1737,Cradle 2 the Grave,34657731,56434942,25000000,Feb 28 2003,R,Original Screenplay,Horror/Thriller,Fiction,5.4,14834
1738,She's All That,63465522,63465522,10000000,Jan 29 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,28498
1739,The Benchwarmers,59843754,64843754,35000000,Apr 07 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,17824
1740,Star Wars: The Clone Wars,35161554,68161554,8500000,Aug 15 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,17513
1741,Home on the Range,50026353,76482461,110000000,Apr 02 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,4772
1742,40 Days and 40 Nights,37939782,95092667,17000000,Mar 01 2002,R,Original Screenplay,Comedy,Fiction,5.4,27912
1743,The Wild,37384046,99384046,80000000,Apr 14 2006,G,Original Screenplay,Action/Adventure,Fiction,5.4,8498
1744,Scary Movie 3,110000082,155200000,45000000,Oct 24 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,42829
1745,Daylight,32908290,158908290,80000000,Dec 06 1996,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,20052
1746,Bringing Down the House,132675402,164675402,20000000,Mar 07 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,16242
1747,End of Days,66889043,212026975,100000000,Nov 24 1999,R,Original Screenplay,Action/Adventure,Fiction,5.4,43513
1748,The Proposal,163958031,317358031,40000000,Jun 19 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,397
1749,Batman Forever,184031112,336529144,100000000,Jun 16 1995,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,76218
1750,Bangkok Dangerous,15298133,46598133,45000000,Sep 05 2008,R,Adapted screenplay,Action/Adventure,Fiction,5.4,20931
1751,Mighty Joe Young,50632037,50632037,80000000,Dec 25 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.4,9187
1752,House of Wax,32064800,70064800,35000000,May 06 2005,R,Adapted screenplay,Horror/Thriller,Fiction,5.4,32159
1753,The Omen,54607383,119607383,25000000,Jun 06 2006,R,Adapted screenplay,Horror/Thriller,Fiction,5.4,24523
1754,AVP: Alien Vs. Predator,80281096,172543519,70000000,Aug 13 2004,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.4,63019
1755,A Cinderella Story,51438175,70067909,19000000,Jul 16 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.4,14904
1756,Hoot,8117637,8224998,15000000,May 05 2006,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.3,2830
1757,In Dreams,12017369,12017369,30000000,Jan 15 1999,R,Adapted screenplay,Horror/Thriller,Fiction,5.3,7138
1758,The Little Vampire,13555988,13555988,22000000,Oct 27 2000,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.3,2202
1759,Thinner,15171475,15171475,14000000,Oct 25 1996,R,Adapted screenplay,Horror/Thriller,Fiction,5.3,7888
1760,The Juror,22730924,22730924,44000000,Feb 02 1996,R,Adapted screenplay,Horror/Thriller,Fiction,5.3,6482
1761,Beloved,22852487,22852487,53000000,Oct 16 1998,R,Adapted screenplay,Drama,Fiction,5.3,102
1762,Timeline,19480739,26703184,80000000,Nov 26 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.3,19318
1763,The Action/Adventures of Pinocchio,15382170,36682170,25000000,Jul 26 1996,G,Adapted screenplay,Action/Adventure,Fiction,5.3,1734
1764,Babylon A.D.,22532572,70216497,45000000,Aug 29 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.3,27189
1765,Dreamcatcher,33685268,75685268,68000000,Mar 21 2003,R,Adapted screenplay,Drama,Fiction,5.3,34141
1766,The Princess Diaries 2: Royal Engagement,95149435,122071435,45000000,Aug 11 2004,G,Adapted screenplay,Comedy,Fiction,5.3,12439
1767,Whiteout,10275638,12254746,35000000,Sep 11 2009,R,Adapted screenplay,Horror/Thriller,Fiction,5.3,10044
1768,Princess Kaiulani,883454,883454,9000000,May 14 2010,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,5.3,224
1769,Coyote Ugly,60786269,115786269,45000000,Aug 04 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,5.3,33808
1770,Hey Arnold! The Movie,13684949,13684949,10000000,Jun 28 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.3,1629
1771,I Spy,33561137,33561137,70000000,Nov 01 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.3,18061
1772,Land of the Lost,49438370,69548641,100000000,Jun 05 2009,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.3,16830
1773,George Of The Jungle,105263257,174463257,55000000,Jul 16 1997,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.3,19685
1774,Love Stinks,2793776,2793776,4000000,Sep 10 1999,R,Original Screenplay,Comedy,Fiction,5.3,3228
1775,Deuces Wild,6044618,6044618,10000000,May 03 2002,R,Original Screenplay,Drama,Fiction,5.3,4010
1776,Cutthroat Island,10017322,10017322,92000000,Dec 22 1995,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.3,10346
1777,Breakin' All the Rules,12232382,12512317,9000000,May 14 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,2643
1778,Drowning Mona,15427192,15427192,16000000,Mar 03 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,7606
1779,Sugar Hill,18272447,18272447,10000000,Feb 25 1994,R,Original Screenplay,Drama,Fiction,5.3,1627
1780,Virtuosity,23998226,23998226,30000000,Aug 04 1995,R,Original Screenplay,Action/Adventure,Fiction,5.3,11079
1781,Joe Somebody,22770864,24515990,38000000,Dec 21 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,5313
1782,Escape from L.A.,25426861,25426861,50000000,Aug 09 1996,R,Original Screenplay,Action/Adventure,Fiction,5.3,23262
1783,All About the Benjamins,25482931,25873145,14000000,Mar 08 2002,R,Original Screenplay,Comedy,Fiction,5.3,4366
1784,Lake Placid,31770413,31770413,27000000,Jul 16 1999,R,Original Screenplay,Horror/Thriller,Fiction,5.3,19382
1785,Jennifer's Body,16204793,32832166,16000000,Sep 18 2009,R,Original Screenplay,Horror/Thriller,Fiction,5.3,24265
1786,Red Planet,17480890,33463969,80000000,Nov 10 2000,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.3,20989
1787,Friday After Next,33253609,33526835,10000000,Nov 22 2002,R,Original Screenplay,Comedy,Fiction,5.3,6742
1788,Darkness,22163442,34409206,10600000,Dec 25 2004,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.3,9979
1789,The Skulls,35007180,35007180,15000000,Mar 31 2000,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.3,14903
1790,Jeepers Creepers II,35623801,35623801,25000000,Aug 29 2003,R,Original Screenplay,Horror/Thriller,Fiction,5.3,15975
1791,Domestic Disturbance,45207112,45207112,53000000,Nov 02 2001,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.3,10778
1792,Bride of Chucky,32404188,50692188,25000000,Oct 16 1998,R,Original Screenplay,Horror/Thriller,Fiction,5.3,13735
1793,Jack,58617334,58617334,45000000,Aug 09 1996,PG/PG-13,Original Screenplay,Drama,Fiction,5.3,17267
1794,Next Friday,57176582,59675307,9500000,Jan 12 2000,R,Original Screenplay,Comedy,Fiction,5.3,10176
1795,Ghost Ship,30113491,68349884,20000000,Oct 25 2002,R,Original Screenplay,Horror/Thriller,Fiction,5.3,25891
1796,Bad Company,30157016,69157016,70000000,Jun 07 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.3,17901
1797,Life,64062587,73521587,75000000,Apr 16 1999,R,Original Screenplay,Comedy,Fiction,5.3,99
1798,The Core,31111260,74132631,85000000,Mar 28 2003,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.3,27375
1799,Showtime,37948765,78948765,85000000,Mar 15 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,22128
1800,Hope Floats,60110313,81529000,30000000,May 29 1998,PG/PG-13,Original Screenplay,Drama,Fiction,5.3,9168
1801,Scream 3,89138076,161838076,40000000,Feb 04 2000,R,Original Screenplay,Horror/Thriller,Fiction,5.3,38230
1802,Paul Blart: Mall Cop,146336178,180449670,26000000,Jan 16 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,23753
1803,The Pacifier,113006880,198006880,56000000,Mar 04 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,22590
1804,The Stepfather,29062561,29227561,20000000,Oct 16 2009,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.3,6263
1805,The Eye,31418697,56706727,12000000,Feb 01 2008,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.3,17304
1806,Beauty Shop,36351350,38351350,25000000,Mar 30 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.3,5468
1807,The Scorpion King,90580000,164529000,60000000,Apr 19 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.3,30359
1808,The Informers,315000,315000,18000000,Apr 24 2009,R,Adapted screenplay,Horror/Thriller,Fiction,5.2,7595
1809,I Dreamed of Africa,6543194,6543194,34000000,May 05 2000,PG/PG-13,Adapted screenplay,Drama,Fiction,5.2,2298
1810,Whatever it Takes,8735529,8735529,15000000,Mar 24 2000,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.2,4192
1811,Not Easily Broken,10572742,10572742,5000000,Jan 09 2009,PG/PG-13,Adapted screenplay,Drama,Fiction,5.2,1010
1812,In the Cut,4717455,23693646,12000000,Oct 22 2003,R,Adapted screenplay,Horror/Thriller,Fiction,5.2,11590
1813,Exit Wounds,51758599,79958599,33000000,Mar 16 2001,R,Adapted screenplay,Action/Adventure,Fiction,5.2,14528
1814,The Jungle Book 2,47901582,135703599,20000000,Feb 14 2003,G,Adapted screenplay,Action/Adventure,Fiction,5.2,2740
1815,Bulletproof Monk,23010607,23010607,52000000,Apr 16 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.2,17130
1816,Ghost Rider,115802596,237702596,120000000,Feb 16 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.2,63235
1817,Doom,28212337,54612337,70000000,Oct 21 2005,R,Adapted screenplay,Horror/Thriller,Fiction,5.2,39473
1818,Lara Croft: Tomb Raider: The Cradle of Life,65653758,156453758,90000000,Jul 25 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.2,32832
1819,Against the Ropes,5881504,6429865,39000000,Feb 20 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,5.2,3547
1820,Sgt. Bilko,30356589,37956589,39000000,Mar 29 1996,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.2,9693
1821,The Brothers Solomon,900926,900926,10000000,Sep 07 2007,R,Original Screenplay,Comedy,Fiction,5.2,6044
1822,Welcome to Mooseport,14469428,14469428,26000000,Feb 20 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,6907
1823,Raise Your Voice,10411980,14811980,15000000,Oct 08 2004,PG/PG-13,Original Screenplay,Drama,Fiction,5.2,8634
1824,Disturbing Behavior,17507368,17507368,15000000,Jul 24 1998,R,Original Screenplay,Horror/Thriller,Fiction,5.2,9394
1825,Little Black Book,20422207,21758371,30000000,Aug 06 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,7625
1826,Mr. Nice Guy,12716953,31716953,6000000,Mar 20 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.2,174
1827,House on Haunted Hill,40846082,40846082,19000000,Oct 29 1999,R,Original Screenplay,Horror/Thriller,Fiction,5.2,22795
1828,Hollywood Homicide,30207785,51107785,75000000,Jun 13 2003,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.2,16452
1829,Big Fat Liar,47811275,52375275,15000000,Feb 08 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,9877
1830,Drumline,56398162,56398162,20000000,Dec 13 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,18165
1831,Chain ReAction/Adventure,21226204,60209334,55000000,Aug 02 1996,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.2,15817
1832,Urban Legend,38116707,72571864,14000000,Sep 25 1998,R,Original Screenplay,Horror/Thriller,Fiction,5.2,19113
1833,Money Train,35324232,77224232,68000000,Nov 22 1995,R,Original Screenplay,Action/Adventure,Fiction,5.2,13972
1834,Collateral Damage,40048332,78353508,85000000,Feb 08 2002,R,Original Screenplay,Action/Adventure,Fiction,5.2,24358
1835,Racing Stripes,49772522,93772522,30000000,Jan 14 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,5086
1836,Volcano,47546796,120100000,90000000,Apr 25 1997,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.2,21313
1837,The Happening,64506874,163403799,60000000,Jun 13 2008,R,Original Screenplay,Horror/Thriller,Fiction,5.2,72259
1838,Cats & Dogs,93375151,200700000,60000000,Jul 04 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,16912
1839,Runaway Bride,152257509,308007919,70000000,Jul 30 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,28497
1840,Cheaper by the Dozen 2,82571173,135015330,60000000,Dec 21 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.2,11858
1841,Doctor Dolittle,144156605,294156605,71500000,Jun 26 1998,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.2,25648
1842,The Love Letter,8322608,8322608,15000000,May 21 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.1,2446
1843,Drive Me Crazy,17843379,22591451,8000000,Oct 01 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.1,6968
1844,How Stella Got Her Groove Back,37672944,37672944,20000000,Aug 14 1998,R,Adapted screenplay,Drama,Fiction,5.1,3080
1845,2 Fast 2 Furious,127120058,236220058,76000000,Jun 06 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.1,44151
1846,Josie and the Pussycats,14252830,14252830,22000000,Apr 11 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.1,11284
1847,The Californians,4134,4134,500000,Oct 21 2005,PG/PG-13,Original Screenplay,Drama,Fiction,5.1,226
1848,Arnolds Park,23616,23616,600000,Oct 19 2007,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.1,77
1849,The Forsaken,6755271,6755271,5000000,Apr 27 2001,R,Original Screenplay,Horror/Thriller,Fiction,5.1,4679
1850,Screwed,6982680,6982680,12000000,May 12 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,4411
1851,Play it to the Bone,8427204,8427204,24000000,Dec 24 1999,R,Original Screenplay,Comedy,Fiction,5.1,6039
1852,Ta Ra Rum Pum,872643,9443864,7400000,Apr 27 2007,Other,Original Screenplay,Comedy,Fiction,5.1,1051
1853,Sorority Boys,10198766,12516222,12000000,Mar 22 2002,R,Original Screenplay,Comedy,Fiction,5.1,7392
1854,Max Keeble's Big Move,17292381,17292381,12000000,Oct 05 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,2490
1855,The Perfect Man,16535005,19535005,10000000,Jun 17 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,7278
1856,Seed of Chucky,17016190,24716190,29000000,Nov 12 2004,R,Original Screenplay,Horror/Thriller,Fiction,5.1,9897
1857,The Whole Ten Yards,16323969,26323969,30000000,Apr 09 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,20807
1858,Death at a Funeral,8580428,34743644,20000000,Aug 17 2007,R,Original Screenplay,Comedy,Fiction,5.1,6628
1859,Head of State,37788228,38283765,35200000,Mar 28 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,8447
1860,Just Married,56127162,56127162,19000000,Jan 10 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,19508
1861,Agent Cody Banks,47545060,58240458,25000000,Mar 14 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,9527
1862,Thirteen Ghosts,41867960,68467960,19000000,Oct 26 2001,R,Original Screenplay,Horror/Thriller,Fiction,5.1,23243
1863,License to Wed,43799818,70799818,35000000,Jul 03 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,15422
1864,Under Siege 2: Dark Territory,50024083,104324083,60000000,Jul 14 1995,R,Original Screenplay,Action/Adventure,Fiction,5.1,15218
1865,Mission to Mars,60874615,106000000,90000000,Mar 10 2000,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.1,32449
1866,Monster-in-Law,82931301,155931301,45000000,May 13 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,16320
1867,Sorority Row,11965282,26735797,12500000,Sep 11 2009,R,Adapted screenplay,Horror/Thriller,Fiction,5.1,7097
1868,Death at a Funeral,42739347,42739347,21000000,Apr 16 2010,R,Adapted screenplay,Comedy,Fiction,5.1,6628
1869,Prom Night,43869350,57109687,18000000,Apr 11 2008,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.1,4263
1870,The Stepford Wives,59475623,96221971,100000000,Jun 11 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.1,26712
1871,The Ring Two,75941727,161941727,50000000,Mar 18 2005,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.1,28408
1872,The Mummy: Tomb of the Dragon Emperor,102491776,397912118,175000000,Aug 01 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.1,41570
1873,Texas Rangers,623374,623374,38000000,Nov 30 2001,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,5,2645
1874,Thr3e,1008849,1060418,2400000,Jan 05 2007,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5,2825
1875,Left Behind,4221341,4221341,18500000,Feb 02 2001,PG/PG-13,Adapted screenplay,Drama,Fiction,5,43
1876,Quest for Camelot,22772500,38172500,40000000,May 15 1998,G,Adapted screenplay,Action/Adventure,Fiction,5,3053
1877,Exorcist: The Beginning,41814863,43957541,78000000,Aug 20 2004,R,Adapted screenplay,Horror/Thriller,Fiction,5,15901
1878,Good Boy!,37667746,45312217,17000000,Oct 10 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,5,1961
1879,Eragon,75030163,249488115,100000000,Dec 15 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5,43555
1880,Sex with Strangers,247740,247740,1100000,Feb 22 2002,Other,Adapted screenplay,Documentary,Non-Fiction,5,151
1881,Rugrats Go Wild,39402572,55443032,25000000,Jun 13 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5,1847
1882,Time Changer,1500711,1500711,825000,Oct 25 2002,PG/PG-13,Original Screenplay,Drama,Fiction,5,1029
1883,See No Evil,15032800,15387513,8000000,May 19 2006,R,Original Screenplay,Horror/Thriller,Fiction,5,10035
1884,Baby's Day Out,16581575,16581575,50000000,Jul 01 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,5,8332
1885,Roll Bounce,17380866,17500866,10000000,Sep 23 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5,3167
1886,Loser,15464026,18250106,20000000,Jul 21 2000,R,Original Screenplay,Comedy,Fiction,5,12877
1887,Serving Sara,16930185,20146150,29000000,Aug 23 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5,7973
1888,Jane Austen's Mafia,19843795,30143795,10000000,Jul 24 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,5,7706
1889,Just My Luck,17326650,38326650,28000000,May 12 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5,13368
1890,What's the Worst That Could Happen?,32267774,38462071,30000000,Jun 01 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5,6727
1891,Clockstoppers,36985501,38788828,26000000,Mar 29 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5,6392
1892,The Tuxedo,50586000,50586000,60000000,Sep 27 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5,19370
1893,Year One,43337279,57604723,60000000,Jun 19 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5,23091
1894,Little Nicky,39442871,58270391,80000000,Nov 10 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,5,35082
1895,Legion,40122938,64622938,26000000,Jan 22 2010,R,Original Screenplay,Horror/Thriller,Fiction,5,19962
1896,White Chicks,69148997,111448997,20000000,Jun 23 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5,25970
1897,Bride Wars,58715510,115150424,30000000,Jan 09 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5,15762
1898,Beverly Hills Cop III,42586861,119180938,50000000,May 25 1994,R,Original Screenplay,Action/Adventure,Fiction,5,21199
1899,Scary Movie 4,90710620,178710620,40000000,Apr 14 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5,39542
1900,Click,137355633,237555633,82500000,Jun 23 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5,133
1901,G-Force,119436770,287389685,82500000,Jul 24 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5,9633
