Timestamp,fav_alcohol,"On average (approx.) how many parties a month do you attend during the school year? Enter a whole number (0, 1, 2, 3, 4, ...)",smoke,weed,introvert_extrovert,love_first_sight,learning_style,left_right_brained,personality_type,social_media,num_insta_followers,streaming_platforms,expected_marriage_age,expected_starting_salary,fav_sport,minutes_ex_per_week,sleep_hours_per_day,how_happy,farthest_distance_travelled,fav_number,fav_letter,internet_hours_per_day,only_child,birthdate_odd_even,birth_month,fav_season,living_location_on_campus,major,num_majors_minors,high_school_GPA,NU_GPA,age,height,height_father,height_mother,school_year,procrastinator,num_clubs,student_athlete,AP_stats,used_python_before,dominant_hand,childhood_in_US,gender,region_of_residence,political_affliation,cant_change_math_ability,can_change_math_ability,math_is_genetic,much_effort_is_lack_of_talent
2022/09/21 12:47:29 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFP,Instagram;TikTok,1900,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,130000,soccer,180,7,Pretty happy,10046,8,A,3,No,Even,August,Fall,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,NA,3.76,21,64,69,65,Senior,Yes,4,No,No,Yes,Right,No,Female,International,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/21 12:47:48 pm GMT-5,Hard liquor/Mixed drink,8,No,Occasionally,Extrovert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram;Snapchat;TikTok,2000,Netflix;Hulu;HBO Max,27,"90,000",track,240,7,Pretty happy,6825,12,a,10,No,Even,May,Fall,North campus,Social Sciences / Education;Math / Statistics / Computer Science,2,NA,3.9,20,65,71,63,Junior,No,4,No,Yes,Yes,Right,Yes,Female,Northeast,Democrat,Disagree,Agree,Agree,Agree
2022/09/21 12:53:39 pm GMT-5,I don't drink,4,No,No,Extrovert,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram;Snapchat,1000,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,27,"90,000",crew,540,7,Pretty happy,8509,123,K,2,No,Even,January,Winter,South campus,Humanities / Communications;Math / Statistics / Computer Science,3,4,3.8,19,5'9'',5'7'',5'5'',Sophomore,No,5,No,No,Yes,Right,Yes,Male,Northeast,Independent,Agree,Disagree,Agree,Agree
2022/09/21 12:59:53 pm GMT-5,Hard liquor/Mixed drink,20,No,Occasionally,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INTP,Instagram;Snapchat;TikTok,1800,Netflix;Hulu;Amazon Prime;HBO Max,27,"80,000",running ,400,7,Very happy,"11,000",6,c,5,Yes,Odd,February,Fall,North campus,Humanities / Communications;Math / Statistics / Computer Science,3,4,3.7,19,69,73,62,Sophomore,Yes,3,No,No,No,Right,No,Female,International,Other,Disagree,Agree,Agree,Disagree
2022/09/21 1:02:09 pm GMT-5,Wine,3,No,No,Extrovert,Yes,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Facebook;Instagram;Twitter,1100,Netflix;Amazon Prime;Disney+,27,"100,000",Tennis,120,8,Pretty happy,"10,000 miles",4,T,2,No,Odd,September,Fall,Neither,Social Sciences / Education,3,4,3.7,22,5'1,5'11,5'3,Senior,No,2,No,No,Yes,Right,No,Female,International,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/21 1:03:11 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Facebook;Instagram;Twitter;TikTok,885,Netflix;HBO Max,27,"130,000",tennis,150,7,Pretty happy,5901,8,W,3,No,Even,November,Fall,South campus,Humanities / Communications;Math / Statistics / Computer Science,3,3.9,3.9,19,67,66,64,Junior,No,4,No,Yes,Yes,Right,Yes,Female,West,No affiliation,Disagree,Agree,Disagree,Agree
2022/09/21 1:04:19 pm GMT-5,Hard liquor/Mixed drink,10,No,Occasionally,Extrovert,Yes,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENFP,Instagram;Snapchat,2000,Netflix;Hulu;HBO Max,27,"70,000",lacrosse,360 minutes,7,Pretty happy,4109,23,A,6,No,Odd,April,Fall,North campus,Social Sciences / Education;Math / Statistics / Computer Science,2,4,3.9,19,64,67,63,Sophomore,No,4,No,Yes,Yes,Left,Yes,Female,Southeast,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/21 1:04:27 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INTJ,Instagram;Snapchat,700,Netflix;Disney+,28,"80,000",Swimming,180,8,Pretty happy,"10,841",12,J,6,No,Odd,April,Spring,South campus,Humanities / Communications,3,4.33,3.85,19,70,72,62,Sophomore,Yes,4,No,No,Yes,Right,No,Male,International,Independent,Disagree,Agree,Disagree,Disagree
2022/09/21 1:05:28 pm GMT-5,I don't drink,0,No,No,Introvert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTP,Instagram;Snapchat,150,Netflix,30,80000,tennis,200,7,Don't know,7000,420,f,4,Yes,Odd,November,Fall,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,4,3.7,21,71,68,65,Senior,Yes,3,No,Yes,Yes,Right,Yes,Male,Northeast,Independent,Disagree,Agree,Disagree,Disagree
2022/09/21 1:06:14 pm GMT-5,Hard liquor/Mixed drink,2,Occasionally,Yes,Extrovert,No,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Facebook;Instagram;Twitter;Snapchat;TikTok,800,Netflix;Hulu;Amazon Prime;HBO Max,30,250000,Basketball,180,7,Pretty happy,2000,5,A,4,No,Even,January,Fall,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,NA,NA,NA,NA,69,63,Other,Yes,0,No,No,Yes,Right,Yes,Male,Midwest,Other,Disagree,Agree,Disagree,Disagree
2022/09/21 1:06:20 pm GMT-5,I don't drink,5,No,No,Introvert,No,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Facebook;Instagram;Snapchat,550,Netflix,30,75000,basketball,30,7,Pretty happy,12678,27,K,3,No,Even,August,Fall,South campus,Humanities / Communications;Social Sciences / Education,3,4,3.98,19,68,67,59,Sophomore,Yes,2,No,No,Yes,Right,Yes,Male,Northeast,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/21 1:06:40 pm GMT-5,Hard liquor/Mixed drink,15,Yes,Yes,Extrovert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Facebook;Instagram;Snapchat;TikTok,1500,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,"100,000",basketball,60,7,Very happy,8290,18,J,3,No,Even,May,Fall,South campus,Humanities / Communications;Social Sciences / Education,3,4.6,3.8,19,65,69,62,Sophomore,No,3,No,Yes,No,Right,Yes,Female,West,Democrat,Disagree,Disagree,Disagree,Agree
2022/09/21 1:15:24 pm GMT-5,Hard liquor/Mixed drink,2,Yes,Yes,Introvert,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Facebook;Instagram;Snapchat,1200,Netflix;Disney+,30,120000,Basketball,300,7,Pretty happy,6500,15,v,6,No,Odd,March,Spring,South campus,Math / Statistics / Computer Science,3,4.12,3.82,20,72,70,67,Junior,No,3,No,No,Yes,Right,No,Male,International,Republican,Disagree,Agree,Disagree,Agree
2022/09/21 1:32:36 pm GMT-5,Hard liquor/Mixed drink,7,No,Yes,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Instagram;Twitter;Snapchat,2433,Netflix;Hulu;HBO Max,28,"80,000",volleyball,80,7,Pretty happy,"7,353",7,K,8,No,Even,June,Spring,South campus,Math / Statistics / Computer Science,2,3.9,3.6,19,66,71,64,Sophomore,Yes,3,No,No,Yes,Right,Yes,Female,Southwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/21 2:16:22 pm GMT-5,Hard liquor/Mixed drink,1,No,Occasionally,Introvert,No,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",INFP,Instagram;Twitter,350,Netflix;Amazon Prime,30,"45,000",basketball,60,7,Pretty happy,"3,657",111,t,5,No,Odd,December,Spring,Neither,Social Sciences / Education,2,4,3.97,20,65,72,64,Junior,Yes,2,No,No,Yes,Right,Yes,Female,Midwest,Independent,Disagree,Disagree,Disagree,Disagree
2022/09/21 2:18:56 pm GMT-5,Wine,0,No,Occasionally,Introvert,No,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INFP,Facebook;Instagram;Twitter;Snapchat,370,Netflix;Disney+,30,"80,000",Football,210,6,Not too happy,"6,893",50,A,6,No,Even,June,Winter,Neither,Physical Sciences / Natural Sciences / Engineering,3,3.93,3.68,21,70,NA,NA,Senior,Yes,2,No,No,Yes,Right,Yes,Male,West,Independent,Disagree,Agree,Disagree,Disagree
2022/09/21 2:42:02 pm GMT-5,Hard liquor/Mixed drink,~40-70,No,Yes,Extrovert,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTP,Instagram;Twitter;Snapchat;TikTok,1500,Netflix;Hulu;HBO Max,28,"130,000",Tennis,315,7,Pretty happy,"6,000",23,X,6,No,Odd,March,Summer,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,3,NA,3.7,21,71,69,NA,Senior,Yes,3,No,No,Yes,Right,Yes,Male,Southeast,No affiliation,Disagree,Agree,Agree,Disagree
2022/09/21 2:49:29 pm GMT-5,Hard liquor/Mixed drink,5,No,No,Extrovert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Instagram;TikTok,700,Netflix;Hulu;HBO Max;Disney+,28,"50,000",lacrosse,360,7,Pretty happy,6500,14,A,3,No,Odd,April,Fall,South campus,Physical Sciences / Natural Sciences / Engineering,3,3.9,3.81,22,60,67,65,Senior,Yes,2,No,Yes,Yes,Right,No,Female,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/21 3:17:42 pm GMT-5,Beer,7,Occasionally,No,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Snapchat,1230,Netflix;Hulu;Amazon Prime,30,"160,000",American Football,275,7,Pretty happy,4682,7,A,4,No,Even,May,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,5.01,3.64,20,71,68,64,Junior,Yes,3,No,No,No,Right,Yes,Male,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/21 4:08:38 pm GMT-5,Hard liquor/Mixed drink,9,No,Occasionally,Introvert,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ESTJ,Instagram;Snapchat,1800,Netflix;Hulu,27,"60,000",lacrosse,200,8,Pretty happy,9000,4,S,3,No,Even,November,Fall,South campus,Social Sciences / Education,three,4.8,3.98,19,67,70,67,Sophomore,Yes,3,No,No,Yes,Right,Yes,Female,Midwest,Democrat,Disagree,Agree,Disagree,Agree
2022/09/21 4:36:15 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Extrovert,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ESFJ,Facebook;Instagram;Snapchat;TikTok,1447,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,"100,000",hockey,150,7,Very happy,"7,246",9,C,4,No,Odd,October,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,4.11,3.69,21,60,70,62,Senior,No,2,No,Yes,Yes,Right,Yes,Female,Northeast,Democrat,Agree,Disagree,Disagree,Disagree
2022/09/21 4:54:56 pm GMT-5,Beer,2,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",Unknown,Instagram;Twitter;Snapchat;TikTok,960,Netflix;Hulu,28,"80,000",soccer,180,8,Very happy,"6,298",19,L,5,Yes,Odd,December,Spring,North campus,Humanities / Communications;Social Sciences / Education;Math / Statistics / Computer Science,3,4,4,19,65,69,60,Sophomore,Yes,2,No,No,Yes,Right,Yes,Female,West,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/21 4:57:32 pm GMT-5,Wine,3,No,No,Introvert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Twitter;Snapchat;TikTok,950,Netflix;Hulu;Amazon Prime;HBO Max,25,"70,000",baseball,200,8,Pretty happy,1695,8,L,6,No,Odd,May,Fall,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,3.99,3.6,21,74,77,65,Junior,No,1,No,Yes,Yes,Right,Yes,Male,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/21 5:23:36 pm GMT-5,Wine,7,No,Occasionally,Introvert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Instagram;TikTok,500,Netflix,never,"90,000",soccer,150,8,Pretty happy,"6,815",6,P,100,No,Odd,December,Fall,South campus,Social Sciences / Education;Math / Statistics / Computer Science,2,3.97,3.98,19,63,68,60,Sophomore,Yes,2,No,Yes,Yes,Right,Yes,Female,Southwest,Independent,Agree,Disagree,Agree,Agree
2022/09/21 5:31:26 pm GMT-5,I don't drink,0,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",Unknown,Tumblr ,N/A,Animepahe.com ,69,"69,000",LEAGUE OF LEGENDS,0,12,Very happy,3000,2,P,1,No,Even,July,Fall,Neither,Humanities / Communications;Math / Statistics / Computer Science,2,3.5,4,20,5'9,NA,NA,Junior,No,0,No,Yes,Yes,Both,Yes,Other,West,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/21 5:48:39 pm GMT-5,Hard liquor/Mixed drink,50,No,Occasionally,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Instagram;Snapchat;TikTok,1300,Netflix;Hulu;HBO Max,28,"65,000",field hockey,1200,8,Pretty happy,"8,654 mi",17,A,8,No,Even,January,Summer,Neither,Math / Statistics / Computer Science;economics,2,11.6,3.56,20,70,76,68,Junior,Yes,3,Yes,No,Yes,Right,Yes,Female,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/21 5:57:56 pm GMT-5,Hard liquor/Mixed drink,3,No,Yes,Extrovert,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Instagram;Snapchat,1200,Netflix;Amazon Prime;HBO Max;hotstar,28,"50,000",Basketball,240,8,Pretty happy,8000,7,R,2-Jan,No,Even,November,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,3.9,3.8,20,71,66,64,Junior,Yes,3,No,No,No,Right,No,Male,International,Republican,Disagree,Agree,Disagree,Disagree
2022/09/21 6:06:39 pm GMT-5,I don't drink,0,No,No,Introvert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISTP,Twitter,0,n/a,33,70000,track and field,120,7,Not too happy,7700,23,Z,8,No,Odd,April,Fall,South campus,Math / Statistics / Computer Science,2,4,3.8,20,71,67,65,Junior,Yes,2,No,Yes,Yes,Right,Yes,Male,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/21 6:32:47 pm GMT-5,Hard liquor/Mixed drink,4,No,Yes,Introvert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFP,Instagram;Twitter;Snapchat;TikTok,1000,Netflix;HBO Max,30,"100,000",basketball,300,8,Pretty happy,"10,000",7,s,5,No,Even,January,Summer,Neither,Humanities / Communications;Math / Statistics / Computer Science,4,3.92,3.917,20,70,67,64,Junior,Yes,3,No,Yes,Yes,Right,Yes,Male,West,Democrat,Agree,Agree,Disagree,Disagree
2022/09/21 6:36:53 pm GMT-5,Hard liquor/Mixed drink,2,No,Yes,Extrovert,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENTP,Instagram;Snapchat;TikTok,1.1k,Netflix;Hulu;Amazon Prime;Disney+,28,"100,000",basketball,360,8,Pretty happy,"7,770",34,k,7,No,Odd,September,Fall,South campus,Math / Statistics / Computer Science,3,4.6,3.8,19,72,71,63,Sophomore,Yes,3,No,Yes,Yes,Right,Yes,Male,West,Democrat,Disagree,Agree,Disagree,Agree
2022/09/21 6:40:26 pm GMT-5,Hard liquor/Mixed drink,3,No,Yes,Extrovert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTP,Instagram;Twitter;Snapchat;TikTok,800,Netflix;Amazon Prime;HBO Max;Disney+,28,90000,Underwater Basketweaving,180,7,Pretty happy,4500,420,W,6,No,Even,February,Fall,North campus,Social Sciences / Education;Math / Statistics / Computer Science,3,4,3.1,20,71,69,66,Junior,Yes,2,No,No,Yes,Right,Yes,Male,Southeast,Independent,Disagree,Agree,Disagree,Disagree
2022/09/21 8:36:10 pm GMT-5,Wine,4,No,Occasionally,Extrovert,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENFP,Instagram;Snapchat,650,Netflix;Hulu;Amazon Prime;Disney+,26,"35,000",Soccer,240,7,Very happy,3657,49,R,1.5,No,Odd,January,Fall,North campus,Humanities / Communications;Math / Statistics / Computer Science,2,4.6,3.684,21,69,65,63,Senior,Yes,5,No,No,No,Right,Yes,Male,Midwest,Democrat,Disagree,Disagree,Disagree,Disagree
2022/09/21 10:02:00 pm GMT-5,Hard liquor/Mixed drink,6,No,Yes,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESFJ,Instagram;Twitter;Snapchat,1300,Netflix;Hulu;HBO Max,30,"130,000",Soccer,630,8,Very happy,4372,7,J,5,No,Odd,February,Fall,Neither,Physical Sciences / Natural Sciences / Engineering,3,4,3.5,21,69,73,72,Senior,No,2,No,No,No,Right,Yes,Male,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/21 10:36:41 pm GMT-5,I don't drink,0,No,No,Introvert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Facebook;Instagram;Twitter;Snapchat;TikTok,"2,712",Netflix;Hulu;Amazon Prime;HBO Max;Disney+,26,"80,000",Soccer,250,8,Pretty happy,"3,600",63,E,3,No,Even,March,Spring,North campus,Math / Statistics / Computer Science,3,4.525,3.7,19,68,72,61,Sophomore,No,3,No,Yes,Yes,Right,Yes,Female,Midwest,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/21 11:56:10 pm GMT-5,Beer,2,No,Yes,Introvert,Yes,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",INTP,Facebook;Instagram;Snapchat;TikTok,1.1k,Netflix;Amazon Prime,27,"120,000",Soccer ,240,7,Pretty happy,"6,720",17,K,6,No,Even,April,Fall,South campus,Social Sciences / Education;Math / Statistics / Computer Science,2,3.83,3.68,19,67,66,60,Sophomore,Yes,3,No,No,Yes,Right,Yes,Male,Northeast,Democrat,Disagree,Agree,Agree,Agree
2022/09/22 10:32:01 am GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Extrovert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Facebook;Instagram;Snapchat;TikTok,1200,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,"35,000",Swimming,5,8,Pretty happy,5000,4,K,2,No,Odd,November,Fall,North campus,Social Sciences / Education;Physical Sciences / Natural Sciences / Engineering,3,4.7,3.93,20,56,72,55,Junior,No,3,No,Yes,Yes,Right,Yes,Female,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/22 1:39:28 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Facebook;Instagram;Twitter;TikTok,769,HBO Max;Disney+,25,"80,000",Biking,30,7,Pretty happy,"8,211",17,A,4,No,Odd,September,Summer,Neither,Physical Sciences / Natural Sciences / Engineering,2,3.99,3.3,20,64,68,60,Junior,Yes,1,No,No,Yes,Right,Yes,Female,Midwest,Democrat,Disagree,Agree,Disagree,Agree
2022/09/22 2:07:07 pm GMT-5,I don't drink,0,No,No,Introvert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Twitter,0,Youtube,Never,"40,000",Synchronized swimming,0,7,Not too happy,"5,936",3,R,5,No,Even,September,Winter,Neither,Humanities / Communications,2,4.2,3.893,20,62,NA,60,Junior,No,4,No,Yes,Yes,Right,Yes,Female,Midwest,No affiliation,Disagree,Agree,Disagree,Agree
2022/09/23 12:12:04 am GMT-5,I don't drink,1,No,No,Introvert,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISFP,Instagram,1000,Disney+,27,"110,000",Fencing,300,7,Pretty happy,755,8,M,8,No,Odd,October,Fall,South campus,Social Sciences / Education,4,4.5,3.8,20,166,N/A,N/A,Junior,Yes,7+,No,Yes,Yes,Right,Yes,Female,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/23 1:30:17 pm GMT-5,Hard liquor/Mixed drink,20,No,Occasionally,Extrovert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Instagram;Twitter;TikTok,1400,Netflix;Hulu;Amazon Prime;HBO Max,27,"100,000",basketball,60,8,Pretty happy,4200,42,a,2,No,Odd,December,Spring,South campus,Math / Statistics / Computer Science,2,99,3.9,19,67,76,67,Sophomore,Yes,1,No,Yes,Yes,Right,No,Female,Northeast,Democrat,Disagree,Agree,Disagree,Agree
2022/09/24 3:32:53 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Extrovert,No,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;TikTok,1600,Netflix;Amazon Prime;Disney+,25,"80,000",Hockey,90,8,Pretty happy,6500,28,S,5,Yes,Even,September,Spring,South campus,Social Sciences / Education,3,4.8,3.77,20,67,72,67,Sophomore,Yes,4,No,Yes,Yes,Right,Yes,Female,Midwest,No affiliation,Disagree,Agree,Disagree,Disagree
